game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ARS X BOU 2019-02-27;157 (81%);121 (79%);278 (80%);327 (87%);253 (92%);580 (89%);13;2;15;8;2;10;34%;38%;36%;66%;62%;64%;0;0;0;0;1;1;1;0;1;2;3;5;2;3;5;3;2;5;16;4;20;6;12;18;0;4;4;6;3;9;0;0;0;0;2;2;1/4 (25%);4/12 (33%);5/16 (31%);2/13 (15%);1/3 (33%);3/16 (19%);1/3 (33%);5/6 (83%);6/9 (67%);2/5 (40%);3/5 (60%);5/10 (50%);29;19;48;17;13;30;9;11;1;1;2;1;3;4;0;1;1;0;1;1;4;3;7;3;5;8;16/33 (48%);7/15 (47%);23/48 (48%);15/27 (56%);8/12 (67%);23/39 (59%);1;3;4;2;2;4;193;153;346;374;276;650;;;108;;;122;;;;;;;4;3;7;5;7;12;1;2;3;0;4;4;2;3;5;3;4;7;1;5;6;1;3;4;9;7;16;3;4;7;5;8;13;6;10;16;1;1;2;1;1;2;1;2019-02-27;-12;32;52;35;24;28;8;-32;-14;-13;-17;-13;-37;-30;-12;13;6;7;4;1;51;37;19;28;-58;-12;-19;-16;-14;-27;-31;-18;-1;12;5;7;9;50;33;73;;100;72;100;64;52;35;-16;35;21;19;29;16;-7;-25;-16;33;36;16;12;10;69;50;65;33;-29;-7;39;-20;-18;-13;7;-1;-41;-17;13;-5;35;60;29;24;6;-20;-18;-26;-36;-14;-7;-4;47;-44.0;-24.0;5;17:45:00;1;BOU;ARS
SOU X FUL 2019-02-27;265 (83%);185 (76%);450 (80%);130 (76%);165 (79%);295 (78%);12;17;29;15;11;26;64%;54%;60%;36%;46%;40%;1;0;1;0;0;0;1;0;1;1;0;1;4;2;6;1;2;3;7;12;19;11;14;25;1;3;4;3;4;7;;;;;;;0/5 (0%);1/6 (17%);1/11 (9%);2/10 (20%);1/9 (11%);3/19 (16%);3/9 (33%);2/5 (40%);5/14 (36%);0/2 (0%);6/9 (67%);6/11 (55%);31;32;63;30;36;66;13;15;1;1;2;2;2;4;0;1;1;0;0;0;3;6;9;5;5;10;15/39 (38%);17/40 (43%);32/79 (41%);9/24 (38%);15/35 (43%);24/59 (41%);1;1;2;0;2;2;321;245;566;171;209;380;;;169;;;141;;;;;;;5;2;7;2;5;7;2;2;4;3;4;7;2;2;4;3;1;4;3;4;7;5;2;7;6;9;15;11;11;22;8;6;14;7;7;14;0;1;1;0;0;0;0;2019-02-27;8;3;7;-6;-6;-8;-4;-14;-14;-23;-20;3;-19;-25;-23;29;66;40;30;11;-5;4;-8;33;53;36;12;-7;-1;-13;-35;-33;-52;21;-92;-18;41;7;5;-16;9.0;-16;-24;27;9;63;54;35;31;9;-27;-21;-45;-25;-14;-4;40;-8;-20;-15;19;7;4;24;26;21;17;25;10;7;26;62;27;52;5;4;21;10;16;5;2;18;6;-62;-37;-25;-36;-17;-2;9;4.0;-4.0;2;17:45:00;1;FUL;SOU
CHE X TOT 2019-02-27;230 (89%);243 (84%);473 (87%);206 (81%);185 (82%);391 (81%);2;8;10;6;7;13;51%;57%;54%;49%;43%;46%;0;1;1;0;0;0;0;1;1;0;1;1;4;0;4;1;1;2;14;9;23;5;16;21;1;1;2;1;1;2;;;;;;;1/8 (13%);2/9 (22%);3/17 (18%);2/8 (25%);0/4 (0%);2/12 (17%);5/15 (33%);5/11 (45%);10/26 (38%);2/4 (50%);5/8 (63%);7/12 (58%);21;29;50;34;26;60;14;7;;;;;;;1;0;1;1;0;1;5;6;11;3;10;13;19/30 (63%);13/29 (45%);32/59 (54%);16/30 (53%);17/32 (53%);33/62 (53%);1;0;1;0;1;1;258;288;546;254;226;480;;;139;;;142;;;;;;;2;2;4;2;2;4;1;4;5;5;3;8;0;0;0;0;1;1;3;2;5;4;3;7;9;14;23;17;10;27;5;4;9;6;5;11;0;1;1;0;1;1;0;2019-02-27;-3;32;18;1;45;27;8;9;12;23;31;5;38;30;18;9;5;2;-16;-12;-28;-20;1;-15;-28;-28;-22;-16;-10;-2;16;3;20;30;11;28;-23;-6;-15;-16;0.0;12;2;-3;28;22;19;14;11;25;7;-5;-4;-7;40;-23;18;-7;-7;9;-6;-9;-11;-58;-61;-54;-30;43;-16;25;11;6;3;-3;-3;-5;-5;-5;68;-20;-18;-28;-58;-35;-2;3;-14;-9;-6;41;-1.0;4.0;2;18:00:00;1;TOT;CHE
CRY X MUN 2019-02-27;233 (83%);145 (78%);378 (81%);150 (80%);149 (80%);299 (80%);11;13;24;6;10;16;60%;49%;55%;40%;51%;45%;1;0;1;2;0;2;1;1;2;2;1;3;2;2;4;0;4;4;5;14;19;7;7;14;3;3;6;0;5;5;;;;;;;2/6 (33%);3/6 (50%);5/12 (42%);5/7 (71%);6/15 (40%);11/22 (50%);5/7 (71%);3/8 (38%);8/15 (53%);8/12 (67%);6/9 (67%);14/21 (67%);31;30;61;22;34;56;9;8;0;2;2;0;1;1;;;;;;;3;4;7;8;5;13;20/32 (63%);13/28 (46%);33/60 (55%);7/27 (26%);9/18 (50%);16/45 (36%);0;0;0;1;1;2;281;187;468;188;186;374;;;133;;;124;;;;;;;2;5;7;3;7;10;2;3;5;5;6;11;1;3;4;0;2;2;3;3;6;2;5;7;12;9;21;7;11;18;5;8;13;5;12;17;0;3;3;1;1;2;3;2019-02-27;-10;-26;33;14;7;3;-3;-12;-14;18;6;-5;-41;-28;-18;-18;-14;-9;-9;-9;-15;-13;13;-19;-11;-7;-3;-74;-7;-7;-7;-7;-3;5;-6;6;-5;-1;1;22;-6.0;8;-27;-33;-31;3;-32;-8;-55;-64;-63;-40;-28;-16;14;32;2;30;17;33;19;9;5;76;42;12;39;7;32;50;48;53;29;27;14;-30;28;41;-24;39;24;45;29;16;-59;-28;-19;-25;35;-44;20.0;30.0;1;18:00:00;-1;MUN;CRY
LIV X WAT 2019-02-27;146 (73%);154 (80%);300 (77%);304 (87%);230 (83%);534 (85%);6;2;8;3;7;10;36%;42%;39%;64%;58%;61%;0;1;1;0;0;0;0;1;1;2;2;4;0;1;1;1;4;5;22;15;37;8;10;18;1;3;4;2;4;6;0;0;0;0;2;2;0/2 (0%);0/7 (0%);0/9 (0%);3/12 (25%);3/9 (33%);6/21 (29%);4/7 (57%);6/10 (60%);10/17 (59%);9/17 (53%);8/18 (44%);17/35 (49%);24;26;50;20;30;50;7;5;3;2;5;0;3;3;0;0;0;1;0;1;5;6;11;6;4;10;7/28 (25%);11/28 (39%);18/56 (32%);25/36 (69%);16/26 (62%);41/62 (66%);0;2;2;0;1;1;200;192;392;349;278;627;;;139;;;155;;;;;;;0;4;4;5;6;11;0;1;1;3;1;4;0;3;3;5;5;10;0;1;1;4;4;8;13;14;27;6;10;16;0;5;5;9;10;19;0;2;2;0;0;0;0;2019-02-27;2;71;20;-12;40;30;6;15;36;20;13;2;10;77;47;48;34;26;16;15;36;47;2;34;26;34;24;53;37;27;55;99;55;-14;34;22;12;4;4;4;;-13;-11;-10;-6;-1;12;57;34;-25;5;13;-5;-15;-10;9;6;18;46;27;32;77;50;32;71;27;1;7;-29;-16;-13;22;8;-39;-27;-27;-54;-28;29;73;39;41;27;71;36;35;19;11;3;30;1.0;-11.0;5;18:00:00;1;WAT;LIV
MCI X WES 2019-02-27;74 (64%);103 (74%);177 (69%);350 (87%);333 (88%);683 (88%);9;9;18;8;6;14;22%;27%;25%;78%;73%;75%;0;1;1;2;3;5;0;1;1;2;4;6;0;0;0;2;1;3;14;17;31;4;5;9;0;2;2;7;6;13;;;;;;;1/2 (50%);1/5 (20%);2/7 (29%);3/16 (19%);3/14 (21%);6/30 (20%);4/8 (50%);4/7 (57%);8/15 (53%);9/10 (90%);2/6 (33%);11/16 (69%);19;22;41;24;20;44;6;2;1;4;5;0;1;1;0;0;0;1;0;1;8;10;18;4;4;8;13/30 (43%);16/27 (59%);29/57 (51%);12/25 (48%);11/18 (61%);23/43 (53%);1;1;2;3;4;7;116;139;255;401;379;780;;;122;;;152;;;;;;;0;2;2;8;7;15;0;1;1;8;2;10;0;1;1;1;6;7;0;0;0;3;2;5;6;8;14;6;8;14;0;2;2;11;9;20;1;1;2;0;0;0;0;2019-02-27;-2;36;23;52;70;50;33;26;19;40;29;26;23;19;76;41;40;28;31;68;48;32;24;17;49;35;64;42;29;26;19;12;11;66;10;40;27;20;16;5;6.0;4;4;64;56;52;24;-53;-19;28;13;9;11;14;9;29;82;76;48;31;33;37;96;100;75;53;34;52;44;73;52;34;35;22;31;-21;35;25;71;17;11;13;17;-25;-5;-3;5;11;17;44;5.0;36.0;1;18:00:00;1;WES;MCI
TOT X ARS 2019-03-02;102 (63%);110 (64%);212 (63%);253 (83%);141 (69%);394 (78%);3;9;12;6;12;18;35%;47%;40%;65%;53%;60%;1;3;4;1;2;3;2;3;5;1;3;4;0;3;3;1;0;1;11;9;20;2;10;12;1;3;4;3;0;3;2;1;3;0;0;0;0/2 (0%);1/11 (9%);1/13 (8%);5/11 (45%);1/4 (25%);6/15 (40%);4/9 (44%);5/9 (56%);9/18 (50%);6/17 (35%);6/11 (55%);12/28 (43%);25;34;59;24;34;58;14;15;2;0;2;1;1;2;;;;;;;6;8;14;3;5;8;12/32 (38%);22/48 (46%);34/80 (43%);18/39 (46%);20/49 (41%);38/88 (43%);1;0;1;3;2;5;161;173;334;303;205;508;;;172;;;179;0;1;1;0;0;0;3;4;7;5;2;7;1;1;2;5;2;7;2;2;4;2;1;3;0;2;2;3;1;4;16;7;23;8;6;14;3;6;9;8;3;11;0;2;2;0;3;3;1;2019-03-02;-10;-6;-1;2;1;2;2;2;-46;-19;17;-6;5;6;25;14;11;5;-3;4;17;13;-32;11;56;35;39;51;43;54;33;11;23;19;13;6;-20;9;12;76;6.0;30;23;23;13;-1;8;3;1;-1;-37;-12;18;7;11;14;-4;8;17;-13;-8;-36;-38;-16;24;21;19;2;16;6;1;10;6;69;44;30;-28;-5;2;-20;-1;-4;-7;-4;-11;-7;-2;1;2;1;19.0;-11.0;1;10:30:00;0;ARS;TOT
BOU X MCI 2019-03-02;397 (92%);336 (89%);733 (91%);55 (61%);46 (53%);101 (57%);6;7;13;1;8;9;83%;82%;82%;17%;18%;18%;0;1;1;0;0;0;0;1;1;0;0;0;3;3;6;0;0;0;3;8;11;19;19;38;9;5;14;0;0;0;0;1;1;0;0;0;4/21 (19%);1/7 (14%);5/28 (18%);0/1 (0%);0/1 (0%);0/2 (0%);2/5 (40%);4/10 (40%);6/15 (40%);1/1 (100%);3/3 (100%);4/4 (100%);18;16;34;9;24;33;7;7;0;0;0;3;5;8;0;1;1;0;0;0;2;4;6;10;6;16;11/14 (79%);14/24 (58%);25/38 (66%);8/34 (24%);8/26 (31%);16/60 (27%);2;0;2;0;1;1;430;379;809;90;86;176;;;128;;;104;;;;;;;6;7;13;0;0;0;5;5;10;0;0;0;1;6;7;0;0;0;3;7;10;0;0;0;7;2;9;5;9;14;9;14;23;0;0;0;0;2;2;0;1;1;1;2019-03-02;-5;-25;-48;-31;-44;-35;-26;-19;-17;-14;-85;-6;-61;-50;-34;-23;-16;-12;-21;-19;-18;-37;-7;-29;-90;-100;-75;-60;-41;-24;-15;-14;-31;-10;-23;-19;-39;-33;-62;-42;-32.0;-6;27;19;7;-9;-6;-40;-34;-53;-39;-29;-92;-60;-39;-28;-32;-22;-13;-13;-13;-75;-73;-48;-54;-37;-23;-56;-21;-13;-25;-19;-16;-51;-41;-48;-33;-28;-40;-32;-27;-22;-50;-35;-19;-36;-73;-83;-76;-31;-49.0;-44.0;0;13:00:00;-1;MCI;BOU
BHA X HUD 2019-03-02;186 (77%);131 (76%);317 (77%);157 (74%);211 (86%);368 (81%);11;9;20;13;11;24;53%;42%;48%;47%;58%;52%;0;0;0;0;1;1;0;0;0;0;2;2;0;2;2;0;4;4;8;11;19;6;14;20;1;2;3;2;4;6;;;;;;;0/5 (0%);1/10 (10%);1/15 (7%);3/8 (38%);4/11 (36%);7/19 (37%);0/4 (0%);2/8 (25%);2/12 (17%);2/7 (29%);9/18 (50%);11/25 (44%);24;27;51;28;34;62;6;11;0;2;2;2;2;4;0;0;0;1;0;1;9;5;14;4;6;10;18/41 (44%);14/29 (48%);32/70 (46%);15/25 (60%);14/27 (52%);29/52 (56%);0;0;0;1;2;3;241;172;413;211;244;455;;;161;;;161;;;;;;;0;3;3;1;7;8;0;0;0;2;4;6;2;2;4;0;4;4;2;1;3;1;5;6;7;14;21;10;12;22;2;4;6;2;12;14;0;2;2;1;1;2;0;2019-03-02;-10;-7;-8;-8;-12;7;-6;7;10;18;16;-5;8;2;-2;-3;5;-26;-16;-11;20;3;-2;-17;-13;-13;-52;-18;-8;-3;2;3;2;5;27;18;7;-7;2;-20;29.0;-18;-5;-1;32;-7;39;26;17;20;-12;-10;-14;10;24;35;6;48;32;20;13;12;-32;-41;-22;-5;27;-4;18;15;30;50;43;32;17;-11;-8;36;-4;20;80;-84;-4;70;35;44;60;32;14;-6;-16.0;-19.0;1;13:00:00;1;HUD;BHA
BUR X CRY 2019-03-02;128 (68%);102 (64%);230 (66%);170 (76%);148 (75%);318 (75%);10;17;27;12;17;29;45%;43%;44%;55%;57%;56%;0;2;2;0;2;2;0;2;2;0;3;3;0;2;2;3;1;4;27;22;49;4;9;13;1;4;5;4;4;8;;;;;;;2/5 (40%);0/6 (0%);2/11 (18%);3/18 (17%);7/22 (32%);10/40 (25%);4/8 (50%);8/11 (73%);12/19 (63%);1/4 (25%);2/5 (40%);3/9 (33%);31;33;64;23;32;55;9;9;2;1;3;0;2;2;;;;;;;3;2;5;2;5;7;7/34 (21%);8/35 (23%);15/69 (22%);17/40 (43%);24/47 (51%);41/87 (47%);0;0;0;1;1;2;189;159;348;224;198;422;;;173;;;181;;;;;;;0;5;5;6;7;13;1;3;4;6;4;10;0;4;4;2;2;4;1;4;5;5;0;5;11;6;17;8;8;16;1;9;10;11;7;18;0;2;2;1;0;1;3;2019-03-02;37;32;21;45;29;18;14;4;1;11;5;25;9;43;51;34;72;44;36;90;100;56;16;38;26;15;65;41;14;28;13;13;-14;10;-6;-27;-11;23;-21;27;7.0;8;6;-59;-28;7;-14;9;10;25;35;50;25;3;4;-3;2;14;1;-16;-42;-57;-20;18;7;47;33;23;45;28;17;6;6;4;5;-47;-18;-14;27;-41;-48;-57;-40;-2;40;26;17;9;2;51;87.0;54.0;1;13:00:00;-1;CRY;BUR
MUN X SOU 2019-03-02;116 (70%);68 (59%);184 (65%);203 (83%);206 (77%);409 (80%);8;5;13;11;17;28;40%;32%;36%;60%;68%;64%;1;0;1;2;2;4;1;0;1;2;2;4;0;2;2;0;1;1;19;14;33;7;9;16;2;5;7;6;3;9;;;;;;;1/6 (17%);3/13 (23%);4/19 (21%);5/15 (33%);2/8 (25%);7/23 (30%);3/5 (60%);3/3 (100%);6/8 (75%);5/8 (63%);4/6 (67%);9/14 (64%);24;22;46;26;28;54;10;7;2;1;3;1;0;1;;;;;;;7;6;13;5;2;7;8/29 (28%);9/31 (29%);17/60 (28%);17/30 (57%);11/33 (33%);28/63 (44%);0;0;0;2;0;2;166;116;282;245;266;511;;;142;;;170;;;;;;;1;3;4;6;3;9;1;3;4;5;4;9;2;1;3;2;4;6;2;3;5;1;6;7;12;8;20;6;3;9;3;6;9;7;9;16;1;0;1;0;2;2;2;2019-03-02;4;4;3;-49;-28;-15;13;-6;-6;-7;-4;5;-4;-2;-1;-31;-15;-6;4;-84;-41;-20;10;-7;5;11;18;40;23;57;30;22;18;82;46;51;49;32;22;63;-6.0;25;21;8;11;100;16;15;20;51;87;21;-33;-22;-15;-12;75;44;26;17;-27;-9;10;47;32;80;61;85;41;55;38;9;-12;6;-53;-25;-9;6;51;6;13;2;-7;-24;-43;-67;45;8;11;22;65.0;39.0;3;13:00:00;1;SOU;MUN
WOL X CAR 2019-03-02;129 (72%);113 (65%);242 (68%);167 (81%);211 (79%);378 (80%);8;12;20;22;19;41;47%;41%;44%;53%;59%;56%;1;0;1;3;2;5;1;0;1;5;2;7;2;2;4;2;0;2;5;6;11;13;25;38;3;5;8;3;4;7;0;0;0;1;3;4;3/7 (43%);5/13 (38%);8/20 (40%);3/8 (38%);1/4 (25%);4/12 (33%);6/13 (46%);1/4 (25%);7/17 (41%);9/15 (60%);7/9 (78%);16/24 (67%);30;23;53;44;39;83;6;11;1;3;4;2;1;3;0;0;0;1;0;1;8;9;17;4;4;8;5/25 (20%);12/33 (36%);17/58 (29%);20/32 (63%);15/33 (45%);35/65 (54%);0;0;0;0;1;1;180;174;354;206;267;473;;;180;;;145;;;;;;;4;2;6;7;4;11;2;2;4;2;3;5;2;2;4;3;3;6;2;4;6;0;2;2;10;7;17;11;9;20;6;6;12;7;6;13;1;1;2;1;0;1;0;2019-03-02;-4;-74;-49;-23;-7;6;-5;34;52;32;72;-6;42;22;10;5;17;-27;-2;8;3;-3;-10;-4;-32;-17;19;54;32;3;6;-4;-11;-13;-12;9;-6;-6;-10;2;-30.0;-2;11;22;15;-13;11;8;6;-28;17;-11;-11;-4;-4;-9;-48;-3;2;-9;-2;8;57;51;28;14;-21;-54;-53;-25;-4;-5;10;66;44;41;34;25;-38;12;-35;-39;-28;-19;-51;-40;-20;-49;-57;-45;43.0;-10.0;2;13:00:00;1;CAR;WOL
WES X NEW 2019-03-02;119 (73%);216 (84%);335 (79%);269 (86%);178 (79%);447 (83%);3;2;5;11;6;17;35%;54%;45%;65%;46%;55%;0;1;1;0;1;1;0;1;1;1;1;2;4;5;9;2;1;3;4;7;11;7;7;14;3;3;6;1;0;1;0;0;0;0;2;2;1/10 (10%);1/8 (13%);2/18 (11%);3/8 (38%);1/5 (20%);4/13 (31%);4/5 (80%);3/14 (21%);7/19 (37%);8/11 (73%);7/8 (88%);15/19 (79%);21;19;40;35;36;71;14;8;1;1;2;0;2;2;0;1;1;0;0;0;5;4;9;5;3;8;10/23 (43%);14/27 (52%);24/50 (48%);23/34 (68%);18/32 (56%);41/66 (62%);1;2;3;0;1;1;164;258;422;314;224;538;;;145;;;139;;;;;;;2;7;9;4;3;7;1;5;6;0;3;3;0;2;2;3;1;4;3;5;8;1;2;3;10;11;21;6;20;26;5;12;17;5;5;10;2;2;4;1;2;3;0;2019-03-02;-3;23;13;-29;-13;-4;-1;5;5;8;10;44;5;2;-10;-2;10;9;6;-11;-11;8;18;4;-2;4;7;7;2;2;5;-3;8;7;-4;20;66;38;22;9;-19.0;-7;-60;-44;-54;-4;-26;-22;-11;-12;-34;-20;-10;-5;14;-19;4;30;14;29;24;16;7;4;-16;-6;7;59;6;3;-8;-10;-31;-21;-16;-32;-26;-16;64;-13;-6;-17;11;1;-7;3;22;-14;-5;38;-23.0;-21.0;2;15:30:00;1;NEW;WES
WAT X LEI 2019-03-03;236 (84%);245 (83%);481 (84%);177 (82%);112 (72%);289 (78%);6;15;21;10;9;19;57%;66%;61%;43%;34%;39%;0;0;0;1;0;1;0;1;1;2;1;3;3;3;6;1;0;1;6;13;19;15;19;34;2;3;5;1;0;1;;;;;;;3/9 (33%);4/13 (31%);7/22 (32%);1/7 (14%);0/5 (0%);1/12 (8%);5/7 (71%);4/6 (67%);9/13 (69%);4/6 (67%);1/5 (20%);5/11 (45%);21;37;58;27;22;49;12;15;2;1;3;0;1;1;0;1;1;0;0;0;5;4;9;10;3;13;17/25 (68%);15/32 (47%);32/57 (56%);6/18 (33%);10/23 (43%);16/41 (39%);0;1;1;2;2;4;280;296;576;216;155;371;;;143;;;130;;;;;;;3;2;5;4;1;5;2;4;6;0;0;0;0;2;2;3;2;5;2;7;9;0;1;1;3;10;13;6;9;15;5;9;14;4;2;6;0;1;1;1;4;5;1;2019-03-03;2;-29;-21;-16;-11;-20;-13;-11;-6;-16;-27;11;-25;-31;-14;-4;4;6;8;8;8;47;12;29;19;13;32;14;-39;-38;-28;-49;-36;58;-25;-38;-31;-12;-4;7;;22;30;20;5;51;-6;-35;-11;17;27;13;2;-10;-36;-29;81;-25;-30;-33;-32;-19;-13;-3;-1;1;10;42;7;-9;-6;-8;-9;-10;-78;-49;-32;-22;13;-16;-7;9;-4;12;11;7;-4;-4;-13;1;-66.0;-13.0;2;10:00:00;1;LEI;WAT
FUL X CHE 2019-03-03;373 (91%);255 (89%);628 (90%);149 (80%);160 (81%);309 (80%);5;4;9;0;3;3;69%;59%;64%;31%;41%;36%;0;0;0;1;1;2;0;0;0;2;1;3;4;4;8;1;2;3;4;7;11;10;7;17;2;2;4;2;3;5;;;;;;;2/7 (29%);1/4 (25%);3/11 (27%);2/7 (29%);2/9 (22%);4/16 (25%);3/5 (60%);3/4 (75%);6/9 (67%);2/6 (33%);8/8 (100%);10/14 (71%);22;19;41;11;25;36;10;11;1;3;4;2;3;5;;;;;;;5;5;10;8;10;18;25/32 (78%);15/26 (58%);40/58 (69%);13/29 (45%);13/24 (54%);26/53 (49%);0;0;0;0;2;2;408;286;694;187;197;384;;;107;;;121;;;;;;;7;8;15;3;2;5;3;2;5;2;2;4;4;3;7;2;3;5;4;1;5;2;5;7;9;6;15;5;9;14;11;9;20;5;7;12;0;1;1;1;1;2;2;2019-03-03;-2;14;12;-13;14;21;13;-11;-14;-6;-8;-10;-11;-71;-48;-35;-34;-20;-12;-3;91;50;-13;23;18;-60;-40;-52;-22;21;-10;-26;23;-41;-6;-28;-52;-29;-20;5;-45.0;-6;-2;-17;-39;-45;-52;-45;-38;-56;-45;-60;-41;-37;-19;-40;-30;-6;11;7;10;23;-15;2;3;53;23;-17;13;11;32;77;52;30;30;-17;-3;-8;13;-17;-15;-12;-13;-11;-10;-7;-8;-3;-2;9;38.0;7.0;1;12:05:00;-1;CHE;FUL
