game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SOU X WOL 2020-01-18;134 (64%);103 (63%);237 (64%);150 (72%);132 (68%);282 (70%);14;17;31;13;8;21;51%;44%;48%;49%;56%;52%;1;0;1;0;0;0;1;3;4;0;0;0;1;0;1;0;1;1;3;15;18;11;5;16;3;0;3;0;1;1;;;;;;;3/10 (30%);1/4 (25%);4/14 (29%);3/6 (50%);4/18 (22%);7/24 (29%);11/17 (65%);7/9 (78%);18/26 (69%);3/11 (27%);6/9 (67%);9/20 (45%);43;32;75;26;28;54;12;13;2;1;3;1;0;1;0;0;0;0;2;2;7;4;11;8;2;10;18/40 (45%);18/38 (47%);36/78 (46%);14/36 (39%);13/44 (30%);27/80 (34%);0;2;2;0;2;2;208;163;371;207;195;402;100;86;186;89;96;185;;;;;;;3;3;6;4;5;9;2;1;3;1;4;5;1;3;4;4;1;5;1;1;2;1;1;2;9;4;13;8;6;14;4;4;8;5;6;11;0;1;1;1;1;2;3;2020-01-18;-10;-6;-6;-5;13;-21;-6;49;26;2;9;-18;11;17;2;-39;32;3;-14;-45;-24;-27;-32;-16;41;25;15;-43;-21;30;10;7;9;-67;30;17;11;34;21;7;6.0;-4;-4;-6;6;-38;6;19;45;-37;-23;-15;-7;-16;-8;-6;-20;-35;-28;-18;-12;-9;-44;-27;32;-13;-4;-14;-4;12;15;51;25;17;17;-38;-19;-4;-11;-2;3;7;7;13;46;42;29;24;36;-6;36;61.0;2;13:00:00;-1;WOL;SOU
WAT X TOT 2020-01-18;241 (86%);173 (77%);414 (82%);107 (68%);129 (70%);236 (69%);7;9;16;17;17;34;63%;54%;59%;37%;46%;41%;1;1;2;1;3;4;1;1;2;1;3;4;1;4;5;2;3;5;22;19;41;9;2;11;1;2;3;1;2;3;1;1;2;1;0;1;2/6 (33%);2/7 (29%);4/13 (31%);2/11 (18%);4/14 (29%);6/25 (24%);10/14 (71%);6/12 (50%);16/26 (62%);4/9 (44%);7/12 (58%);11/21 (52%);31;30;61;40;42;82;13;13;1;1;2;4;0;4;;;;;;;1;7;8;4;9;13;11/26 (42%);8/25 (32%);19/51 (37%);14/30 (47%);21/35 (60%);35/65 (54%);0;3;3;2;0;2;279;225;504;158;184;342;72;82;154;84;87;171;;;;;;;5;6;11;5;6;11;2;4;6;4;4;8;4;1;5;1;1;2;2;3;5;2;2;4;8;9;17;14;11;25;7;9;16;7;8;15;1;2;3;1;1;2;0;2020-01-18;-5;-28;-24;-82;-48;-30;-8;-3;2;-4;38;-8;45;52;34;24;25;-15;-35;-24;-17;-14;6;-10;-9;63;29;24;24;14;7;24;-54;-27;-58;-39;39;11;25;21;13.0;1;21;7;27;-16;5;54;47;29;-23;25;21;7;15;10;-2;16;13;8;-14;-8;-12;-44;-21;26;42;-54;34;99;60;66;15;5;-8;-5;-4;21;-40;14;12;12;1;6;1;-18;-16;-19;-34;-34;-22;-25.0;0;10:30:00;0;TOT;WAT
WES X EVE 2020-01-18;232 (83%);132 (73%);364 (79%);147 (78%);191 (78%);338 (78%);11;15;26;13;23;36;60%;43%;52%;40%;57%;48%;2;1;3;3;0;3;3;1;4;3;0;3;0;3;3;0;2;2;9;10;19;7;10;17;1;5;6;4;3;7;;;;;;;3/13 (23%);3/12 (25%);6/25 (24%);4/14 (29%);3/13 (23%);7/27 (26%);3/5 (60%);3/5 (60%);6/10 (60%);2/4 (50%);2/7 (29%);4/11 (36%);27;35;62;25;44;69;13;11;3;1;4;1;1;2;;;;;;;9;6;15;4;5;9;14/31 (45%);7/28 (25%);21/59 (36%);22/35 (63%);21/39 (54%);43/74 (58%);0;1;1;1;2;3;278;181;459;189;246;435;72;83;155;75;90;165;;;;;;;3;5;8;5;5;10;1;4;5;3;1;4;2;1;3;4;2;6;0;3;3;2;0;2;6;14;20;6;10;16;3;8;11;7;5;12;0;0;0;0;1;1;1;2020-01-18;3;14;3;-5;-6;-8;-11;-11;-8;-4;-2;3;33;67;39;29;10;-8;71;45;40;19;1;-15;-12;-64;44;7;14;6;-13;-10;7;-4;60;33;-30;-10;-76;-43;50.0;17;14;17;-36;29;-59;-38;-55;-17;-2;33;32;94;53;35;44;-36;-8;50;37;17;-58;-36;-45;-24;-10;23;9;41;27;17;-27;-18;-21;-12;-9;19;3;29;28;19;-13;-22;-12;-3;3;15;13;-4;26;-56.0;1;13:00:00;0;EVE;WES
ASV X WAT 2020-01-21;133 (71%);81 (64%);214 (68%);238 (81%);213 (80%);451 (81%);10;10;20;17;17;34;39%;33%;36%;61%;67%;64%;1;1;2;0;0;0;2;1;3;0;1;1;2;1;3;1;2;3;14;19;33;4;10;14;0;3;3;3;3;6;1;0;1;0;0;0;3/5 (60%);2/9 (22%);5/14 (36%);3/17 (18%);3/19 (16%);6/36 (17%);7/8 (88%);3/6 (50%);10/14 (71%);4/11 (36%);7/10 (70%);11/21 (52%);37;24;61;33;38;71;18;11;1;2;3;0;1;1;;;;;;;12;10;22;3;9;12;10/36 (28%);11/28 (39%);21/64 (33%);18/36 (50%);18/33 (55%);36/69 (52%);0;3;3;0;0;0;187;127;314;293;265;558;70;75;145;90;93;183;;;;;;;5;3;8;5;8;13;2;1;3;3;5;8;1;1;2;1;4;5;0;0;0;0;3;3;11;10;21;4;5;9;5;3;8;5;11;16;0;2;2;1;1;2;1;2020-01-21;-12;60;30;12;-21;-21;-27;-12;8;51;87;-13;54;31;19;9;7;22;32;40;23;13;-38;-17;51;38;28;21;13;7;8;9;-43;-24;-21;-15;-9;-5;-19;-49;9.0;13;15;15;21;-9;61;37;67;36;39;21;-67;-49;-24;30;5;13;37;21;17;13;12;27;33;100;65;6;33;1;2;-5;-2;-8;29;20;17;16;29;5;7;16;15;14;-14;-14;20;9;39;39;85;34.0;2;17:30:00;1;WAT;ASV
BOU X BHA 2020-01-21;260 (85%);213 (81%);473 (83%);117 (73%);88 (62%);205 (68%);7;11;18;7;11;18;65%;66%;66%;35%;34%;34%;1;2;3;0;1;1;1;2;3;0;2;2;4;3;7;3;1;4;6;8;14;3;17;20;2;6;8;4;1;5;0;0;0;0;1;1;3/8 (38%);1/15 (7%);4/23 (17%);0/6 (0%);1/4 (25%);1/10 (10%);5/6 (83%);9/12 (75%);14/18 (78%);2/4 (50%);2/6 (33%);4/10 (40%);21;35;56;17;27;44;12;9;0;1;1;2;5;7;;;;;;;4;2;6;12;9;21;14/22 (64%);17/29 (59%);31/51 (61%);7/22 (32%);12/32 (38%);19/54 (35%);1;0;1;1;1;2;305;262;567;161;142;303;66;86;152;71;77;148;;;;;;;4;5;9;5;3;8;3;3;6;2;2;4;2;6;8;1;2;3;5;7;12;1;2;3;7;9;16;2;8;10;9;12;21;6;5;11;1;0;1;0;1;1;1;2020-01-21;7;-37;-20;-13;-9;-19;-29;-34;-21;-22;-11;23;-12;-14;-15;-21;-26;-19;-15;-12;-15;-37;8;-11;-14;-9;19;33;41;17;71;40;21;-31;20;64;33;-37;-5;27;28.0;13;1;-2;17;-23;-21;-10;-23;-16;-13;-4;-12;-1;-2;53;-57;27;-43;-21;-10;-32;-86;-53;-32;-18;-42;-41;-35;30;-63;-71;-1;-5;-9;-27;-18;21;-29;12;-41;-41;-31;-28;-73;-42;-23;-25;-11;-54;-4;-29.0;3;17:30:00;1;BHA;BOU
EVE X NEW 2020-01-21;147 (78%);222 (81%);369 (80%);279 (86%);191 (81%);470 (84%);11;7;18;18;9;27;37%;54%;46%;63%;46%;54%;0;0;0;0;2;2;0;0;0;1;3;4;0;3;3;0;2;2;16;11;27;7;9;16;2;2;4;3;3;6;;;;;;;1/9 (11%);1/9 (11%);2/18 (11%);1/13 (8%);5/11 (45%);6/24 (25%);5/9 (56%);3/3 (100%);8/12 (67%);5/8 (63%);4/7 (57%);9/15 (60%);26;21;47;36;25;61;10;13;3;3;6;0;1;1;0;1;1;0;1;1;6;5;11;4;7;11;12/28 (43%);12/28 (43%);24/56 (43%);26/40 (65%);13/31 (42%);39/71 (55%);0;0;0;0;1;1;189;273;462;326;236;562;75;79;154;74;71;145;;;;;;;1;6;7;2;5;7;2;1;3;2;5;7;0;3;3;4;4;8;1;1;2;4;6;10;3;6;9;8;7;15;2;7;9;6;11;17;0;1;1;0;1;1;2;2020-01-21;4;48;34;26;21;18;13;13;67;39;73;6;37;14;9;52;62;5;1;3;-1;6;6;38;45;24;34;24;26;45;28;21;11;5;5;-1;-66;-46;-25;-20;-2.0;-2;6;2;15;5;10;43;45;32;71;75;48;54;28;10;4;-4;15;8;3;-7;14;13;13;21;9;4;-8;-11;-15;-5;36;85;100;77;41;16;4;25;8;-8;-11;-14;-13;-31;-76;-48;-37;4;23;-83.0;2;17:30:00;0;NEW;EVE
LEI X WES 2020-01-22;96 (65%);89 (71%);185 (68%);313 (87%);178 (86%);491 (86%);9;12;21;17;8;25;29%;39%;33%;71%;61%;67%;;;;;;;0;1;1;1;1;2;1;0;1;2;5;7;15;9;24;5;5;10;3;5;8;3;4;7;;;;;;;0/3 (0%);3/12 (25%);3/15 (20%);3/13 (23%);1/8 (13%);4/21 (19%);4/8 (50%);3/6 (50%);7/14 (50%);6/8 (75%);4/7 (57%);10/15 (67%);20;26;46;39;30;69;19;10;1;3;4;0;1;1;;;;;;;5;5;10;4;5;9;8/26 (31%);14/25 (56%);22/51 (43%);19/28 (68%);15/26 (58%);34/54 (63%);1;0;1;1;1;2;148;125;273;361;208;569;73;64;137;77;56;133;;;;;;;2;4;6;6;7;13;1;2;3;3;1;4;0;2;2;3;5;8;0;0;0;2;4;6;5;4;9;10;7;17;2;4;6;8;11;19;0;1;1;0;1;1;1;2020-01-22;8;29;30;22;31;30;-51;-16;-10;11;9;12;27;20;12;10;93;56;58;39;27;40;15;20;17;-13;7;7;10;44;57;36;28;44;8;4;2;3;10;7;30.0;21;-18;-26;-12;58;-38;-46;-9;17;44;32;35;23;11;8;49;-14;-28;-44;-25;26;-28;21;5;-6;-40;54;45;19;60;42;43;55;33;44;32;-22;37;-4;50;28;16;7;41;19;16;74;42;37;15;8.0;4;17:30:00;1;WES;LEI
SHE X MCI 2020-01-21;235 (89%);285 (85%);520 (87%);110 (67%);77 (63%);187 (65%);7;14;21;12;11;23;62%;73%;68%;38%;27%;32%;2;0;2;0;1;1;2;1;3;0;1;1;1;4;5;1;0;1;12;12;24;9;14;23;6;7;13;3;2;5;1;2;3;0;0;0;2/9 (22%);5/18 (28%);7/27 (26%);3/12 (25%);2/9 (22%);5/21 (24%);6/10 (60%);4/5 (80%);10/15 (67%);5/7 (71%);4/4 (100%);9/11 (82%);23;27;50;34;23;57;13;13;0;1;1;3;1;4;;;;;;;8;3;11;4;6;10;20/27 (74%);15/30 (50%);35/57 (61%);12/35 (34%);12/39 (31%);24/74 (32%);0;1;1;2;2;4;265;335;600;163;123;286;53;71;124;76;67;143;;;;;;;3;9;12;2;2;4;3;5;8;1;1;2;3;2;5;0;1;1;4;2;6;0;0;0;5;3;8;10;3;13;7;11;18;2;2;4;1;2;3;3;1;4;1;2020-01-21;-5;-29;-18;-12;-4;-2;7;-7;-16;-4;5;-9;-69;-61;-37;-15;32;-35;-100;-67;-25;-19;-8;-10;4;11;23;11;8;3;-46;34;6;-8;13;39;20;19;-17;-21;4.0;-6;-5;-7;-8;-8;-15;-46;-35;-25;-18;28;15;10;-22;-50;-18;-32;-24;-17;-15;-15;-42;-28;-24;-12;-11;-12;-11;-36;23;-54;-36;-26;-24;-21;-63;-46;-12;-28;-21;-16;-8;-9;-48;-58;-52;-28;-14;-47;-11;-14.0;0;17:30:00;-1;MCI;SHE
WOL X LIV 2020-01-23;259 (85%);236 (82%);495 (83%);169 (78%);243 (84%);412 (82%);4;7;11;10;9;19;58%;51%;54%;42%;49%;46%;0;2;2;1;2;3;0;2;2;1;3;4;4;2;6;1;1;2;14;6;20;0;7;7;1;3;4;2;0;2;0;0;0;0;2;2;2/3 (67%);5/9 (56%);7/12 (58%);2/13 (15%);5/10 (50%);7/23 (30%);7/10 (70%);6/8 (75%);13/18 (72%);10/14 (71%);9/10 (90%);19/24 (79%);18;21;39;30;30;60;11;6;0;2;2;0;4;4;;;;;;;5;6;11;4;7;11;18/32 (56%);10/25 (40%);28/57 (49%);19/35 (54%);28/45 (62%);47/80 (59%);0;0;0;0;2;2;305;289;594;217;288;505;61;72;133;76;70;146;;;;;;;3;7;10;2;6;8;0;1;1;2;3;5;1;5;6;0;3;3;2;1;3;1;1;2;6;5;11;5;6;11;5;8;13;3;7;10;0;1;1;0;0;0;2;2020-01-23;-14;-14;-14;38;24;30;18;11;4;10;-8;-13;-3;-19;-13;-28;-16;-11;-6;-5;5;1;-12;-2;-2;-2;9;-6;3;6;6;44;35;-6;15;1;-7;-12;36;18;-15.0;-9;-17;-47;-10;-5;-3;20;40;18;11;13;9;25;8;3;-1;-15;-25;-16;-7;-3;-6;42;27;24;17;-4;33;10;-6;-5;-31;-5;-37;-28;-9;9;-69;15;13;30;-42;-30;-64;-37;-12;10;-7;-42;-16;37.0;1;18:00:00;-1;LIV;WOL
MUN X BUR 2020-01-22;107 (67%);47 (46%);154 (59%);304 (86%);288 (85%);592 (86%);16;9;25;17;17;34;32%;24%;28%;68%;76%;72%;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;3;4;7;4;25;29;7;6;13;1;1;2;3;2;5;;;;;;;2/5 (40%);0/6 (0%);2/11 (18%);2/7 (29%);2/17 (12%);4/24 (17%);1/3 (33%);0/1 (0%);1/4 (25%);6/7 (86%);4/8 (50%);10/15 (67%);26;22;48;30;31;61;7;11;3;4;7;0;0;0;;;;;;;8;7;15;5;2;7;16/42 (38%);7/34 (21%);23/76 (30%);14/24 (58%);11/25 (44%);25/49 (51%);1;1;2;1;1;2;159;102;261;352;340;692;66;76;142;66;91;157;;;;;;;2;2;4;4;7;11;2;0;2;5;5;10;1;1;2;3;4;7;1;0;1;7;6;13;4;9;13;5;5;10;3;2;5;11;13;24;0;2;2;0;0;0;2;2020-01-22;10;22;21;56;40;43;23;19;17;12;8;16;8;7;6;-9;13;7;-33;-12;13;3;38;-9;-28;58;29;22;19;51;14;6;-57;22;-25;-2;28;39;63;39;-38.0;-24;-16;-39;-23;15;-7;-2;6;32;25;14;10;-37;-3;8;6;12;76;42;26;47;16;-6;3;26;34;7;27;22;36;35;49;35;78;40;49;65;8;51;60;42;44;43;12;34;26;19;25;21;26;25.0;0;18:15:00;-1;BUR;MUN
CHE X ARS 2020-01-21;220 (83%);81 (68%);301 (78%);215 (85%);264 (90%);479 (88%);5;8;13;11;10;21;52%;30%;42%;48%;70%;58%;0;0;0;1;2;3;0;1;1;2;3;5;0;0;0;3;3;6;7;24;31;8;10;18;3;2;5;10;7;17;0;1;1;0;0;0;0/11 (0%);0/7 (0%);0/18 (0%);5/11 (45%);5/24 (21%);10/35 (29%);7/12 (58%);2/5 (40%);9/17 (53%);3/7 (43%);8/18 (44%);11/25 (44%);23;31;54;27;29;56;6;11;2;4;6;0;0;0;0;0;0;1;0;1;3;2;5;7;3;10;19/32 (59%);8/26 (31%);27/58 (47%);15/27 (56%);13/17 (76%);28/44 (64%);0;1;1;1;1;2;265;120;385;254;292;546;74;64;138;65;68;133;1;0;1;0;0;0;0;1;1;8;7;15;0;0;0;3;2;5;0;2;2;3;5;8;0;1;1;1;3;4;6;15;21;10;8;18;0;2;2;9;10;19;0;1;1;1;1;2;2;2020-01-21;-5;20;56;32;24;8;66;41;79;49;33;-8;9;7;-3;35;17;-12;2;14;63;38;-16;26;43;68;51;24;12;2;7;-8;-17;23;-39;-21;-29;-14;40;55;4.0;6;12;2;-44;-56;-21;-8;6;18;9;3;15;9;22;36;-20;22;16;14;46;4;6;46;31;18;20;-8;15;-20;-11;-3;61;39;40;30;64;54;12;100;100;85;60;30;45;40;29;-62;42;5;13;59.0;2;18:15:00;0;ARS;CHE
TOT X NOR 2020-01-22;194 (78%);181 (80%);375 (79%);194 (80%);190 (80%);384 (80%);10;5;15;10;12;22;50%;50%;50%;50%;50%;50%;0;0;0;0;1;1;0;1;1;1;2;3;0;4;4;3;3;6;12;7;19;6;8;14;1;2;3;3;4;7;;;;;;;2/4 (50%);2/6 (33%);4/10 (40%);3/11 (27%);0/6 (0%);3/17 (18%);7/9 (78%);6/7 (86%);13/16 (81%);6/11 (55%);6/11 (55%);12/22 (55%);32;32;64;27;24;51;7;12;1;0;1;0;1;1;;;;;;;5;7;12;10;2;12;13/25 (52%);14/39 (36%);27/64 (42%);15/24 (63%);15/32 (47%);30/56 (54%);0;0;0;0;1;1;249;226;475;242;237;479;76;66;142;81;75;156;;;;;;;3;5;8;5;5;10;5;2;7;2;3;5;0;2;2;2;1;3;2;3;5;2;2;4;10;14;24;8;3;11;5;8;13;7;7;14;0;1;1;0;0;0;1;2020-01-22;2;15;57;43;25;48;33;-20;3;29;17;2;5;3;-2;53;29;24;16;9;5;-38;3;28;5;-3;-27;-21;-7;5;16;51;51;6;11;3;-17;-16;-15;8;-4.0;-7;-18;-8;7;34;2;22;1;-37;-60;-59;-41;-22;-12;-7;26;-12;-16;-15;-12;-10;-8;-7;-7;-3;-12;29;-35;-45;-24;-11;-14;-4;8;55;29;36;18;45;22;6;-8;-39;-6;-1;29;20;12;12;36;32.0;2;17:30:00;1;NOR;TOT
CRY X SOU 2020-01-21;205 (75%);112 (63%);317 (70%);64 (49%);167 (71%);231 (63%);15;13;28;14;17;31;68%;44%;56%;32%;56%;44%;1;1;2;1;0;1;1;1;2;1;0;1;1;2;3;0;1;1;5;11;16;13;5;18;4;4;8;0;0;0;;;;;;;4/15 (27%);1/4 (25%);5/19 (26%);0/1 (0%);1/3 (33%);1/4 (25%);10/16 (63%);4/8 (50%);14/24 (58%);8/10 (80%);8/17 (47%);16/27 (59%);36;39;75;38;41;79;13;12;0;0;0;2;2;4;;;;;;;6;5;11;14;7;21;24/47 (51%);9/34 (26%);33/81 (41%);6/31 (19%);25/51 (49%);31/82 (38%);0;1;1;1;1;2;272;179;451;131;234;365;111;93;204;93;104;197;;;;;;;3;3;6;1;5;6;4;2;6;1;4;5;3;3;6;0;0;0;5;4;9;0;0;0;6;16;22;12;8;20;8;7;15;1;5;6;0;2;2;0;1;1;2;2020-01-21;-7;-8;-8;-12;-13;-15;-14;-85;-52;-33;-21;-48;37;29;16;-52;-28;-34;-38;-81;-57;-39;-29;-20;-35;-48;-88;-60;-84;-51;-29;-14;-9;-25;3;-3;-3;-4;-5;-6;-49.0;-24;31;-52;-22;-24;17;-6;-11;-18;-18;-40;-22;-57;-33;-18;-20;11;-33;26;-34;-18;-12;19;10;11;19;-2;14;10;13;16;3;-12;-11;-12;-30;-34;3;36;9;9;14;32;31;-24;-6;-6;-9;7;-1;3.0;0;17:30:00;-1;SOU;CRY
BOU X ASV 2020-02-01;111 (65%);236 (83%);347 (76%);128 (69%);60 (51%);188 (62%);11;16;27;17;14;31;49%;72%;61%;51%;28%;39%;0;0;0;1;1;2;0;1;1;3;1;4;2;2;4;3;2;5;8;5;13;16;20;36;4;4;8;0;1;1;0;0;0;0;1;1;3/8 (38%);4/16 (25%);7/24 (29%);3/8 (38%);1/5 (20%);4/13 (31%);2/6 (33%);8/10 (80%);10/16 (63%);3/5 (60%);4/4 (100%);7/9 (78%);22;29;51;33;30;63;15;10;4;0;4;1;3;4;1;0;1;0;1;1;6;3;9;11;10;21;9/40 (23%);21/42 (50%);30/82 (37%);18/39 (46%);7/34 (21%);25/73 (34%);1;2;3;1;0;1;172;284;456;185;118;303;85;82;167;78;74;152;0;0;0;0;1;1;5;10;15;5;3;8;3;6;9;2;3;5;1;4;5;6;0;6;1;2;3;6;2;8;4;1;5;5;7;12;6;12;18;11;5;16;2;1;3;1;2;3;1;2020-02-01;12;29;24;20;31;39;14;14;12;-22;-8;38;-44;-49;-29;34;12;11;24;-24;-2;27;23;6;-27;-16;-29;-22;-37;-42;45;40;23;4;15;10;-20;-24;-15;32;-71.0;-45;-30;-16;53;4;28;19;-25;-15;-15;-30;-32;-21;-16;-19;11;-6;-20;-18;-15;14;-5;-35;-3;-7;-33;25;-25;-18;-52;-54;-39;-67;-44;-75;-48;-56;19;-100;-76;-77;-61;-67;-43;-51;-21;-5;-3;36;21;-37.0;2;13:00:00;1;ASV;BOU
BUR X ARS 2020-02-02;186 (81%);186 (80%);372 (81%);115 (75%);130 (76%);245 (76%);10;8;18;11;11;22;59%;57%;58%;41%;43%;42%;2;0;2;0;4;4;2;0;2;0;4;4;2;3;5;2;1;3;9;14;23;11;10;21;3;4;7;4;1;5;;;;;;;2/9 (22%);2/12 (17%);4/21 (19%);5/20 (25%);7/18 (39%);12/38 (32%);4/9 (44%);7/11 (64%);11/20 (55%);3/7 (43%);4/6 (67%);7/13 (54%);27;27;54;31;29;60;11;8;2;0;2;1;1;2;0;0;0;0;1;1;4;4;8;3;4;7;17/31 (55%);8/30 (27%);25/61 (41%);8/26 (31%);15/34 (44%);23/60 (38%);1;0;1;2;2;4;230;232;462;154;170;324;73;73;146;74;67;141;;;;;;;4;5;9;5;6;11;3;3;6;4;6;10;1;1;2;2;0;2;2;2;4;3;1;4;11;6;17;12;8;20;6;7;13;8;7;15;1;2;3;0;1;1;0;2020-02-02;-22;-2;-1;-11;-15;-35;-23;-18;-15;-13;-9;-52;51;54;22;-33;-56;-29;-18;15;5;5;-24;37;26;20;15;9;4;2;-27;20;9;-41;26;72;47;54;45;30;28.0;22;13;9;28;-46;23;16;4;8;-7;-36;71;38;39;54;-34;37;70;18;7;8;26;9;6;1;-55;-18;-35;-20;-52;-65;-39;-33;-72;-50;-24;68;-12;26;31;15;-11;-24;36;2;-2;-21;-21;-5;-17;9.0;0;12:00:00;0;ARS;BUR
