game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;draw_no_bet_No;draw_no_bet_Yes;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_draw_no_bet_No;fl_draw_no_bet_Yes;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
CRU X CAP 2017-11-05;476 (89%);419 (86%);13;16;53%;47%;;;;;2;3;5;4;;;34;51;13;9;3;2;1;0;1;2;536;488;;;7;6;5;9;2;4;2;10;9;16;2;1;0;1.66;;;2.10;2017-11-05;1.33;1.18;2.14;1.28;3.50;;;1.72;5.25;3.39;2.50;5.50;2.04;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;41.17;21.49;9.78;2.46;48.4;30.16;21.05;10.63;6.04;4.5;-5.12;3.02;7.18;-19.4;-11.37;-4.59;-25.27;-22.94;-5.4;7.4;39.81;-2.21;31.21;24.99;15.22;13.9;15.89;62.61;15.39;-10.4;-3.28;-29.82;25.83;-29.01;72.7;31.78;16.15;8.71;12.83;-5.0;-60.5;-34.93;-21.05;-12.8;15.4;-8.64;29.5;20.23;15.11;17.06;13.22;8.71;43.51;64.2;36.13;10.73;19.82;30.12;13.5;18.62;34.64;24.16;11.45;5.38;0.66;-10.44;7.15;-30.55;-72.14;-46.87;-31.84;-22.34;-20.59;-46.62;-55.81;-36.28;-24.67;10.02;-42.39;-28.28;-20.63;24.07;12.35;4.38;12.97;-21.1;58.9;12.91;34.04;11.96;-5.0;1;17:00:00;1;CAP;CRU;1.10;1.39;2.25;4.33;10.00;21.00;7.50;2.75;1.61;1.19;1.06;1.01
GRE X FLA 2017-11-05;373 (80%);566 (86%);19;23;42%;58%;;;;;2;0;3;2;;;61;53;14;12;3;1;1;0;;;466;660;;;4;7;5;5;2;6;5;4;9;11;;;1;1.66;;;2.10;2017-11-05;1.39;1.33;1.61;1.61;2.20;;;2.29;3.39;3.00;3.25;4.00;1.90;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;0.0;6.41;8.25;9.86;2.14;5.15;50.34;34.81;20.77;-24.6;-19.24;0.0;-19.65;-16.74;-9.65;-26.84;-18.01;-38.29;-24.72;-47.02;-23.42;-10.88;-1.2;-1.56;2.83;6.46;6.46;6.46;-37.17;-21.88;-14.95;-15.83;-13.02;-1.91;-8.38;-0.05;64.9;46.88;30.93;46.44;;35.06;-72.2;-31.18;-15.94;-0.74;-7.29;-0.67;9.22;39.52;29.79;38.9;27.78;16.17;27.04;15.56;-2.04;7.63;4.13;1.9;4.44;6.87;8.53;9.51;0.9;-4.8;36.73;-9.81;26.42;97.11;100.0;69.33;35.42;17.49;1.26;-0.65;-50.83;-25.6;-1.42;-10.83;-2.04;4.17;84.52;43.44;19.02;48.35;25.79;6.8;1.87;4.32;3.2;-40.0;3;17:00:00;1;FLA;GRE;1.11;1.50;2.70;5.50;13.00;26.00;6.50;2.50;1.44;1.14;1.04;1.01
BAH X PON 2017-11-05;281 (76%);311 (79%);6;24;50%;50%;;;;;1;6;7;7;;;50;60;18;16;4;0;;;1;0;368;394;;;3;9;6;5;0;6;4;8;7;17;2;1;0;1.66;;;2.10;2017-11-05;1.30;1.16;2.25;1.25;3.75;;;1.66;5.50;3.50;2.37;6.00;2.04;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;10.0;-5.32;-6.09;6.3;9.74;11.44;7.84;11.07;10.92;10.82;7.2;-42.2;35.39;14.38;4.59;-3.6;1.4;7.2;35.77;100.0;67.54;69.38;-9.35;44.81;23.36;6.32;2.14;-0.61;-5.37;-7.82;-9.26;-10.11;-15.73;-1.16;-36.2;-28.25;47.93;17.0;6.93;-8.9;-55.0;-30.41;-45.94;-24.61;-31.79;-0.89;47.55;100.0;60.41;25.63;12.8;0.35;-40.03;-17.82;-4.24;3.1;-0.48;3.88;7.92;7.39;85.58;27.25;9.77;14.38;10.19;41.87;28.5;-5.6;19.27;12.67;9.27;4.27;4.27;54.27;36.13;-26.0;-8.91;-6.43;-24.14;-3.68;-3.49;-1.14;-1.23;-1.66;-2.28;-2.28;-2.28;-2.28;-2.28;-12.55;-2.28;70.0;2;18:00:00;1;PON;BAH;1.08;1.39;2.25;4.33;10.00;21.00;8.00;2.75;1.61;1.19;1.06;1.01
CHA X SPT 2017-11-05;341 (80%);234 (76%);17;8;58%;42%;;;;;1;2;2;0;;;59;47;16;21;4;2;;;3;1;425;308;1;0;3;1;3;2;3;5;4;8;7;9;3;3;1;2.00;;;1.75;2017-11-05;1.34;1.37;1.61;1.61;2.20;;;2.29;3.10;3.29;2.87;3.60;2.20;False;;;True;False;True;True;False;False;;;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;10.0;-4.52;-5.74;-9.8;-10.32;-9.47;-8.96;-8.66;-0.82;4.8;-5.8;5.55;-1.65;-0.99;-1.16;-1.33;-25.64;-10.3;-11.18;-11.71;-7.02;-2.38;-5.4;9.0;14.07;4.21;2.98;2.25;-4.07;-6.79;-7.77;5.8;7.05;-1.65;10.89;1.38;-5.4;-2.87;-7.08;-4.59;-25.0;-47.23;-26.61;-14.76;-7.34;-25.78;-9.57;4.8;1.17;0.42;4.97;3.14;81.31;50.69;37.48;19.25;-16.07;27.24;11.03;7.16;29.48;18.5;15.6;4.56;73.01;36.84;17.2;25.2;12.99;6.28;-3.3;-6.3;35.32;14.06;3.81;2.72;-7.13;-17.82;9.32;-47.38;-24.09;-10.62;-2.05;2.75;-42.25;-40.15;-21.4;-20.4;-19.73;1.05;32.6;-80.0;1;19:00:00;0;SPT;CHA;1.06;1.30;2.04;3.50;7.00;15.00;10.00;3.39;1.75;1.28;1.10;1.03
VAS X VIT 2017-11-05;412 (83%);252 (73%);24;14;60%;40%;;;;;3;0;3;1;;;53;49;23;17;1;5;0;1;2;1;495;343;;;11;3;8;1;6;2;6;0;17;3;4;3;1;1.95;;;1.80;2017-11-05;1.34;1.30;1.75;1.50;2.50;;;2.10;3.50;3.29;2.75;4.00;2.10;False;;;True;False;True;True;False;False;;;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;5.2;-5.16;70.0;37.78;19.77;9.02;2.63;-5.04;38.6;20.18;4.79;8.29;-7.4;-6.88;-9.96;-8.82;-2.69;18.0;8.4;3.22;-7.0;-5.04;10.13;-6.33;-7.22;-7.74;-11.28;-40.56;-31.57;-26.1;-57.85;-36.46;-21.75;3.62;-9.97;7.0;7.04;7.28;4.6;2.64;0.0;-39.92;-23.25;-13.96;-8.22;-2.4;-4.82;0.18;-3.55;-5.61;-1.89;-4.68;-12.14;-16.3;-13.78;-37.65;-2.93;-26.87;-20.03;-15.96;-28.92;-20.36;-47.1;-43.0;-30.56;-36.02;-20.34;-40.93;-8.79;25.68;43.92;22.27;7.91;-35.28;-30.4;-35.63;-15.29;-3.2;-23.52;0.16;5.3;-20.56;-30.64;-59.19;-35.71;-47.12;-27.05;-20.12;-9.5;-12.01;-31.17;-80.0;1;19:00:00;0;VIT;VAS;1.07;1.30;2.04;3.50;7.00;15.00;9.50;3.39;1.75;1.28;1.10;1.03
AVA X BAH 2017-11-08;356 (81%);262 (74%);13;20;55%;45%;;;;;3;7;3;10;;;53;73;25;18;4;3;1;0;0;4;438;353;;;6;15;1;10;6;5;4;7;10;22;2;2;2;1.80;;;1.95;2017-11-08;1.39;1.48;1.44;1.83;1.83;;;2.79;2.70;3.00;3.50;3.39;2.00;False;;;True;True;False;True;False;True;;;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;11.36;8.04;3.38;2.8;-3.6;10.6;6.12;1.04;73.04;36.21;-12.65;18.26;8.33;1.04;-8.87;-9.22;-9.8;-9.71;-9.54;-9.44;98.4;-14.22;51.6;31.88;18.4;10.4;-100.0;-100.0;-64.19;-57.97;-34.28;-0.8;34.4;11.19;10.64;26.8;10.33;4.75;10.16;0.0;38.74;23.49;16.25;51.58;37.23;31.22;12.26;3.3;-63.85;-65.32;-44.25;-71.35;-41.5;-19.29;-48.94;27.08;-28.07;-7.68;6.93;8.26;44.76;58.57;36.4;68.13;46.99;31.0;56.99;21.85;36.71;52.21;100.0;59.75;40.25;17.3;7.93;3.93;-71.07;42.58;-37.51;30.4;0.42;55.4;33.59;15.08;9.76;9.2;4.4;6.01;22.16;12.91;45.0;1;19:30:00;-1;BAH;AVA;1.10;1.39;2.39;4.33;10.00;21.00;7.50;2.75;1.53;1.19;1.06;1.01
PON X GRE 2017-11-08;453 (86%);293 (82%);13;20;59%;41%;;;;;0;4;3;9;;;56;56;14;19;7;1;0;1;;;526;357;0;1;7;15;6;8;2;8;1;5;8;20;3;4;1;1.66;;;2.10;2017-11-08;1.37;1.30;1.70;1.53;2.37;;;2.20;3.50;3.10;3.00;4.33;1.95;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;-7.73;-14.94;-40.15;-6.54;-8.15;-4.08;-56.67;-29.44;-11.9;-19.85;11.27;-13.13;-5.04;-1.93;-9.06;-11.81;14.0;-6.0;2.07;3.2;-37.93;12.02;-29.53;-66.51;-44.1;-25.77;-18.0;-15.66;-11.14;-11.79;-12.56;-12.56;12.46;-11.42;-10.74;-15.34;-13.07;-11.72;-0.65;15.0;-37.36;-28.82;-41.38;-28.85;37.73;-100.0;-65.51;-7.98;-7.49;7.8;8.04;24.32;26.4;20.24;10.65;72.01;5.59;5.5;40.81;25.68;17.06;11.93;0.78;-13.46;-14.18;-14.61;32.62;-7.96;-28.44;-15.23;-12.76;67.47;68.28;84.86;100.0;69.31;37.03;14.6;100.0;82.41;100.0;74.42;84.5;44.54;24.87;-19.69;-11.18;-2.64;1.88;42.0;40.0;0;19:30:00;-1;GRE;PON;1.10;1.50;2.50;5.00;11.00;26.00;7.00;2.50;1.50;1.16;1.05;1.01
CAP X COR 2017-11-08;274 (79%);467 (85%);28;22;39%;61%;;;;;2;4;2;9;;;57;47;11;11;1;2;0;1;;;347;549;;;5;7;2;11;3;1;2;9;7;16;1;2;1;1.75;;;2.00;2017-11-08;1.39;1.39;1.55;1.72;2.00;;;2.50;3.00;3.00;3.39;3.75;1.95;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;6.0;-14.86;-5.4;24.6;18.85;39.92;22.15;11.22;2.94;-31.9;-42.47;0.37;-22.64;-10.85;27.47;20.55;19.47;-14.0;-15.73;-16.0;-6.77;-1.28;-32.4;3.44;6.24;12.21;49.3;31.34;20.67;14.32;10.18;10.18;1.62;-11.53;-4.27;-6.51;-16.64;-6.83;-0.14;3.83;40.0;36.39;26.37;19.21;13.02;56.0;9.35;4.92;4.51;4.27;-3.13;41.87;26.28;17.36;12.05;14.27;-36.6;0.27;14.92;15.83;71.38;45.64;36.24;4.16;5.67;28.72;20.86;-13.7;16.55;20.85;41.92;29.19;48.4;34.82;16.57;-8.4;-49.33;-27.9;-10.02;-13.3;-3.9;3.76;33.58;23.45;27.42;19.78;15.24;10.69;8.27;-10.8;6.1;35.0;0;21:00:00;-1;COR;CAP;1.10;1.44;2.39;4.50;11.00;23.00;7.00;2.62;1.53;1.18;1.05;1.01
SPT X BOT 2017-11-08;243 (70%);487 (85%);15;28;37%;63%;;;;;0;2;0;9;1;0;63;80;20;13;3;1;;;1;0;346;575;;;2;9;3;9;3;4;4;6;6;15;4;2;2;1.90;;;1.90;2017-11-08;1.33;1.28;1.83;1.39;2.75;;;2.00;3.75;3.39;2.62;4.33;2.10;False;;;True;True;False;True;False;True;;;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;10.57;32.63;36.11;68.08;68.41;42.98;-70.2;29.4;29.4;23.22;-5.25;-70.2;-21.22;-20.4;-20.91;-11.92;-0.62;1.25;-13.75;10.5;2.3;-2.42;-1.47;-1.68;-1.47;-0.15;1.49;37.41;23.84;15.77;45.76;28.59;-2.04;11.08;3.28;-3.2;24.0;16.07;63.79;;37.16;21.33;9.9;10.19;-1.81;6.65;33.63;49.67;55.47;48.51;54.37;41.4;28.68;21.4;8.15;-0.93;-3.4;6.6;9.39;6.72;8.85;10.11;10.12;10.13;-20.4;-4.36;47.0;4.6;5.78;8.22;11.53;11.65;11.71;16.71;4.36;-30.2;-18.52;38.13;-17.89;53.5;23.92;21.12;17.31;15.43;9.85;90.62;63.18;41.87;15.51;39.19;-30.0;1;21:00:00;-1;BOT;SPT;1.07;1.33;2.07;3.75;8.00;17.00;9.00;3.25;1.72;1.25;1.08;1.02
FLA X CRU 2017-11-08;391 (84%);398 (84%);8;16;49%;51%;;;;;2;3;2;6;0;2;39;49;10;17;3;2;;;1;2;468;475;;;5;10;4;8;2;5;3;6;8;16;3;2;0;1.80;;;1.95;2017-11-08;1.30;1.18;2.20;1.25;3.75;;;1.70;5.25;3.50;2.37;5.50;2.10;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;10.0;-26.74;-7.73;61.2;42.33;36.15;100.0;69.99;53.16;84.38;52.94;3.15;28.35;19.75;13.9;7.65;7.65;7.65;58.1;78.09;74.38;51.77;-7.8;27.93;9.41;-3.2;-6.4;4.45;4.68;7.47;94.13;51.45;25.06;5.1;21.06;23.7;13.72;14.79;15.46;14.99;;14.34;1.46;-6.6;-6.55;71.04;27.6;10.55;3.96;4.65;-33.2;-25.94;-11.12;-7.3;-5.38;-4.93;15.09;-6.69;-51.08;-32.1;-20.82;-8.87;-6.76;-2.34;-3.06;-8.48;-5.64;-19.6;4.64;0.62;0.14;0.23;-0.36;-30.82;-48.66;-29.26;-22.73;-16.79;-5.82;36.7;71.18;39.05;20.73;9.69;-22.88;-18.52;-13.65;-13.5;-13.41;-46.63;-16.87;80.0;2;21:45:00;1;CRU;FLA;1.07;1.33;2.07;3.75;8.00;17.00;9.00;3.25;1.72;1.25;1.08;1.02
SAN X VAS 2017-11-08;279 (81%);373 (80%);19;12;43%;57%;;;;;2;2;6;6;;;64;53;14;14;2;4;2;0;3;2;345;466;;;5;5;12;3;6;3;15;3;20;8;5;2;2;1.80;;;1.95;2017-11-08;1.28;1.14;2.39;1.19;4.33;;;1.57;6.00;3.79;2.10;6.00;2.25;False;;;True;True;False;True;False;True;;;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;2.4;-47.37;-0.02;69.2;46.67;34.52;25.81;-47.2;-20.11;-4.92;7.33;6.96;19.47;67.08;45.5;27.51;21.81;12.68;4.68;-72.4;-62.03;-37.63;14.67;-47.71;29.73;60.87;42.3;24.77;21.0;14.68;3.66;-6.0;-3.85;14.25;-4.01;13.2;34.51;20.86;12.41;12.38;0.0;11.28;-12.4;-30.37;-18.8;10.27;-12.29;-8.42;-7.59;-21.1;-30.59;-41.23;-17.16;-7.64;3.9;5.68;1.33;8.99;8.7;8.9;28.9;15.54;52.6;29.63;-31.35;-11.66;-13.38;3.08;-12.75;-14.03;-7.96;-6.57;-5.37;-45.03;-19.68;-14.96;-12.15;-15.68;-22.3;-9.8;-9.92;-34.64;-29.35;-20.81;-82.7;-69.5;-34.77;-20.6;-7.56;-50.35;5.15;-100.0;1;21:45:00;-1;VAS;SAN;1.06;1.28;1.89;3.25;6.50;13.00;10.00;3.50;1.89;1.33;1.11;1.04
VIT X PAL 2017-11-08;556 (87%);146 (64%);13;24;74%;26%;;;;;3;1;4;3;;;53;61;10;20;1;3;1;0;3;1;642;227;0;1;5;7;6;3;3;4;7;1;12;8;1;5;1;2.10;;;1.66;2017-11-08;1.37;1.55;1.41;2.00;1.72;;;2.89;2.50;3.10;3.39;3.20;2.20;False;;;True;True;True;False;True;False;;;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;-4.0;8.94;24.13;8.01;5.68;-4.6;4.6;69.54;34.78;13.45;3.13;-6.08;-5.2;-82.47;-100.0;-72.37;-52.89;-36.31;-21.07;-12.75;59.93;10.52;-7.31;-31.6;-17.71;-13.4;-20.67;-13.94;-9.19;-8.47;-8.05;-7.42;-4.37;-1.65;39.8;50.63;23.47;-16.87;-1.47;-3.73;-5.0;-4.01;-26.57;-14.25;-8.18;37.7;13.15;38.05;17.61;3.6;-22.43;-50.48;-34.91;-22.67;-15.4;-9.92;22.03;-5.63;-5.68;-5.7;-5.72;-20.73;-39.65;-30.9;-26.08;-23.22;-20.41;93.27;-42.99;-40.5;-28.99;-27.15;-21.06;-20.57;-16.58;-14.95;-13.61;-13.18;48.73;-12.56;-12.56;-12.56;19.5;-30.5;-18.58;-16.14;-54.69;-54.46;-40.61;21.77;-29.24;-35.0;3;21:45:00;1;PAL;VIT;1.06;1.25;1.85;3.25;6.50;13.00;10.00;3.75;1.95;1.33;1.11;1.04
CAM X ATG 2017-11-09;366 (82%);433 (84%);13;13;47%;53%;;;;;3;3;2;8;;;43;51;13;19;2;1;;;3;0;446;517;;;4;9;5;5;3;5;7;4;11;13;5;6;2;1.66;;;2.10;2017-11-09;1.16;1.07;3.75;1.08;8.00;;;1.28;9.50;5.50;1.72;8.50;2.60;False;;;True;True;True;False;True;False;;;True;False;False;False;True;False;True;True;True;True;True;False;False;False;False;False;False;True;5.0;47.4;-45.6;-5.03;29.07;64.13;65.2;46.76;29.1;21.74;85.88;7.97;45.39;31.24;18.05;29.52;11.13;11.14;-8.0;-70.49;-47.84;-27.89;4.34;-21.4;-8.53;28.69;20.99;16.04;-16.4;-5.25;-6.34;21.3;16.29;7.38;10.51;-61.6;-34.38;-16.42;-4.63;35.6;15.0;21.42;20.16;17.7;16.24;7.79;13.14;80.81;45.3;18.68;9.52;4.08;3.87;7.22;11.4;8.39;-76.6;5.51;-4.56;-0.98;20.44;11.84;6.21;78.23;45.68;-25.8;-35.13;-43.18;-25.82;-25.87;-25.32;-16.34;-10.31;-8.96;-2.96;7.0;30.8;12.15;-25.04;1.06;19.08;4.43;-6.4;3.6;-2.2;-14.38;-15.87;-41.76;-32.9;-9.64;-27.2;5.0;3;20:00:00;1;ATG;CAM;1.04;1.19;1.70;2.62;5.00;10.00;13.00;4.33;2.10;1.44;1.16;1.06
SPO X CHA 2017-11-09;225 (78%);539 (89%);10;10;32%;68%;;;;;1;6;3;13;;;41;47;14;8;3;0;;;1;0;287;604;;;4;8;3;6;2;5;2;9;6;17;2;1;2;1.70;;;2.04;2017-11-09;1.28;1.12;2.50;1.22;4.00;;;1.55;6.50;3.75;2.20;6.00;2.20;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;1.5;6.91;5.54;5.09;5.85;5.87;5.51;5.63;33.01;18.84;-37.6;5.41;26.63;14.25;-26.4;-8.33;-4.74;-4.77;-100.0;-42.23;-17.98;-23.22;-5.77;4.9;13.83;12.46;12.36;72.48;50.2;36.91;29.0;38.64;-11.41;54.9;64.49;20.19;11.85;5.82;1.13;20.0;18.5;9.77;4.08;60.7;-34.98;41.29;28.4;22.23;58.57;35.72;26.08;19.94;16.29;36.14;40.92;-15.21;-70.18;-23.03;-9.23;-2.88;4.82;6.38;23.64;13.9;8.1;3.33;6.33;25.84;17.73;86.9;53.02;32.98;19.2;12.5;3.13;3.13;-19.72;1.71;-10.5;25.28;11.44;100.0;74.01;49.95;33.79;26.04;13.63;13.63;-4.4;33.63;80.0;2;20:00:00;0;CHA;SPO;1.07;1.33;2.04;3.75;8.00;17.00;9.00;3.25;1.75;1.25;1.08;1.02
FLU X CFC 2017-11-09;207 (76%);369 (85%);20;14;39%;61%;;;;;6;5;10;7;;;59;44;20;11;1;5;;;0;2;273;435;;;9;5;4;6;7;2;8;9;17;13;4;3;2;1.90;;;1.90;2017-11-09;1.33;1.25;1.90;1.36;3.00;;;1.90;4.00;3.39;2.60;4.33;2.10;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;0.0;6.4;-0.3;6.49;14.41;4.29;2.48;1.4;25.76;20.25;7.52;2.1;-29.8;-19.3;-22.56;-16.82;-12.64;-5.7;4.6;1.19;3.68;5.16;33.35;5.85;-7.25;-72.42;-48.86;-26.05;-32.49;-15.58;-11.66;-9.12;-8.66;31.23;-6.9;7.33;4.67;5.3;-62.67;-92.7;0.0;-58.33;-29.05;25.8;15.82;22.57;14.89;5.25;18.89;8.0;7.97;63.33;66.62;100.0;79.98;59.58;100.0;29.71;14.19;20.87;-41.35;-15.59;-6.32;-5.81;-1.99;4.74;10.46;63.08;-100.0;-66.04;-36.63;-14.13;-6.15;8.27;-23.4;-19.72;-40.71;-18.71;-58.6;-50.64;-47.67;-27.02;-7.85;26.1;41.51;-38.9;-1.15;6.5;7.75;-8.41;9.17;35.0;2;21:00:00;0;CFC;FLU;1.07;1.33;2.04;3.50;7.00;17.00;9.50;3.25;1.75;1.28;1.10;1.02
BOT X CAP 2017-11-11;391 (80%);532 (85%);16;12;44%;56%;;;;;1;0;2;5;;;45;45;14;13;4;2;;;4;1;488;627;;;2;6;2;10;3;4;4;8;6;14;1;0;1;1.75;;;2.00;2017-11-11;1.34;1.28;1.83;1.44;2.62;;;2.00;3.79;3.29;2.75;4.33;2.04;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;6.0;-26.07;-10.52;-8.36;-4.79;-8.04;-31.24;43.4;13.15;6.21;1.45;10.37;0.38;-0.93;2.07;43.16;15.45;-45.8;-21.14;-12.05;-9.62;-4.35;1.76;1.42;1.39;-74.4;-43.14;-25.01;-14.23;-7.83;1.55;-3.27;-4.75;-4.4;-21.14;-17.62;-15.53;-5.59;63.4;44.95;60.0;29.83;20.83;48.81;20.98;4.73;8.57;6.34;5.02;1.71;2.71;3.31;3.31;3.31;8.31;11.03;5.91;12.65;29.21;19.06;12.65;8.86;6.61;4.11;4.11;4.11;-38.2;32.74;-19.67;-10.03;-4.3;18.4;5.58;4.11;3.24;7.72;41.99;29.23;18.72;21.08;41.23;32.85;15.42;10.09;36.92;51.01;30.88;59.65;61.57;15.39;40.49;60.0;0;17:00:00;-1;CAP;BOT;1.08;1.39;2.29;4.33;10.00;21.00;8.00;2.75;1.60;1.19;1.06;1.01
COR X AVA 2017-11-11;258 (77%);572 (88%);14;13;35%;65%;;;;;0;6;6;7;;;45;42;12;15;4;2;;;2;0;333;651;;;3;9;5;6;2;5;4;8;7;17;3;3;0;1.61;;;2.20;2017-11-11;1.22;1.11;2.79;1.14;5.50;;;1.44;7.00;4.33;2.00;7.00;2.25;True;;;False;True;True;False;True;False;;;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;-57.0;-23.39;-13.11;-2.46;5.6;16.91;60.43;59.11;38.13;22.85;68.15;13.4;4.81;1.72;3.3;9.45;8.1;7.86;7.72;7.49;6.98;45.11;7.05;7.05;42.05;50.45;35.45;26.52;61.22;34.25;24.11;64.57;31.42;100.0;89.69;68.93;46.22;29.38;25.59;0.0;15.82;34.64;26.58;21.78;23.28;100.0;60.65;33.5;20.17;17.25;4.19;-27.8;27.2;39.41;25.21;17.7;17.13;14.65;4.09;-2.6;2.4;2.66;-47.6;-37.47;-22.29;-38.63;35.5;-22.6;-9.35;-4.25;-26.96;-19.01;-11.19;-6.54;-3.78;-5.68;-23.27;24.37;-54.09;-2.42;-3.45;-33.66;-20.51;-14.0;-5.33;-27.83;-13.96;-7.95;22.74;-4.17;-35.0;1;19:00:00;1;AVA;COR;1.07;1.30;2.00;3.50;7.00;15.00;9.50;3.39;1.80;1.28;1.10;1.03
