game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
CHA X SAN 2016-10-23;276 (75%);381 (81%);16;17;42%;58%;2;4;1;11;;;51;45;16;13;5;0;;;4;2;368;469;;;1;7;0;11;1;5;2;13;3;20;3;2;1;1.91;;;1.91;2016-10-23;1.36;1.53;1.45;1.83;1.83;2.75;2.60;3.20;3.40;3.25;2.05;True;;;False;True;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;6.0;31.96;22.68;10.74;-11.2;5.95;0.95;0.95;1.7;-3.6;-5.09;9.57;-6.69;-7.65;-8.22;-8.22;-8.22;-8.22;6.4;25.73;22.31;15.28;-6.0;31.1;44.77;61.6;38.2;29.66;23.1;13.83;7.57;16.47;11.4;-81.19;8.38;56.96;70.84;43.35;27.74;18.47;65.0;3.61;-4.11;5.9;37.7;-51.27;19.89;44.71;24.47;16.74;14.92;41.68;24.98;37.66;17.49;5.14;-26.63;-4.7;-2.31;18.84;8.57;9.29;49.71;100.0;84.67;49.22;57.78;-16.97;29.9;38.49;26.4;14.11;24.57;58.02;30.67;16.27;18.4;38.18;-5.65;23.08;17.45;14.1;11.34;8.22;14.02;7.47;13.57;12.2;11.39;10.66;15.47;40.0;0;19:30:00;-1;SAN;CHA;1.08;1.36;2.15;4.00;9.00;19.00;8.50;3.00;1.67;1.22;1.07;1.02
AME X CAP 2016-10-24;443 (81%);298 (75%);16;26;58%;42%;2;5;2;5;;;38;56;9;8;1;1;;;5;1;547;398;;;1;6;1;6;1;2;3;7;4;13;;;0;1.67;;;2.10;2016-10-24;1.38;1.44;1.53;1.73;2.00;2.60;2.80;3.10;3.20;4.00;1.91;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;;False;True;True;True;True;False;-10.0;5.03;28.46;62.6;21.94;9.75;2.14;-4.16;-9.41;-48.13;-35.55;-18.75;-28.07;-23.62;-20.98;-16.44;-21.44;-12.49;-7.17;-4.01;-2.13;-0.64;-5.54;-21.56;20.6;5.26;3.75;-26.2;-23.86;-21.92;-19.17;-12.53;-6.59;5.6;-24.18;-20.0;-7.53;-5.49;28.91;15.77;15.0;3.74;0.84;-1.09;-3.54;2.7;-13.11;-6.24;-2.53;6.1;38.96;25.29;16.25;10.88;7.32;-5.47;-3.67;-7.83;-10.22;-1.47;34.7;24.66;9.27;-10.8;-8.35;-12.64;-12.93;-3.67;-17.36;-7.81;6.71;3.54;4.2;4.95;4.53;3.9;3.9;3.9;19.8;-3.86;36.14;16.83;36.02;37.43;93.68;44.15;24.94;1.28;-7.03;6.27;-11.07;20.0;1;20:00:00;1;CAP;AME;1.10;1.50;2.70;5.00;11.00;;7.00;2.50;1.44;1.17;1.05;-1
SPT X PON 2016-10-27;241 (73%);324 (76%);10;13;44%;56%;4;2;1;3;1;0;41;66;23;12;3;2;;;0;2;330;428;;;9;6;8;4;2;4;5;4;14;10;3;2;0;1.80;;;1.95;2016-10-27;1.30;1.25;1.80;1.40;2.75;1.95;3.80;3.40;2.60;4.33;2.10;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;5.67;25.55;12.29;6.19;75.31;45.44;36.01;22.25;18.41;10.69;-31.25;12.31;17.53;8.17;8.18;8.18;8.12;7.71;4.28;6.8;-15.47;-18.88;-6.36;-3.19;-0.99;9.2;10.27;10.24;10.22;1.01;-5.08;-3.46;-13.12;24.87;27.93;15.28;7.76;-41.4;-20.45;0.0;-50.01;-26.34;-12.28;-0.96;-9.7;-27.56;-40.39;-19.51;-7.09;4.75;81.91;19.73;10.43;-5.95;-1.36;5.6;-1.05;2.37;2.17;22.42;-19.31;-38.25;-27.1;-30.47;-18.96;-9.15;9.02;30.69;17.54;12.18;6.19;-36.0;-22.53;54.0;28.06;15.76;9.54;6.99;3.25;32.5;15.29;7.08;-7.08;-3.49;-61.57;-38.5;-30.44;-25.27;9.29;-14.87;0.0;1;20:30:00;1;PON;SPT;1.07;1.33;2.10;3.75;8.00;19.00;9.00;3.25;1.70;1.25;1.08;1.02
FLU X VIT 2016-10-28;197 (71%);321 (80%);19;22;42%;58%;6;4;2;9;0;1;53;56;22;20;5;3;;;2;8;279;401;;;9;10;9;5;5;7;11;6;20;16;2;3;2;;;;;2016-10-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.2;22.69;21.47;25.04;15.71;11.67;53.36;-43.1;-1.16;11.9;12.32;14.67;5.39;7.96;5.77;4.1;36.79;32.12;24.34;24.71;19.94;79.63;15.52;47.87;49.37;-72.5;72.5;24.39;16.69;10.61;88.98;49.8;-38.12;36.03;-28.45;-15.2;-12.9;61.88;43.86;31.69;100.0;17.4;8.91;-1.4;-6.28;29.02;4.8;5.36;-45.2;-20.02;-6.72;-57.15;-22.67;-3.45;26.67;11.07;14.17;-33.0;-14.04;20.2;9.97;6.35;1.43;35.83;34.8;20.31;12.06;14.74;-25.0;-42.34;-35.64;-20.54;25.65;10.5;9.07;-14.35;5.65;-8.2;40.26;-1.62;-2.71;-42.25;-62.84;-39.16;-25.83;-42.53;-31.32;-19.98;-95.84;28.35;-56.81;45.0;2;19:30:00;0;VIT;FLU;;;;;;;;;;;;
CAP X CRU 2016-10-29;435 (81%);294 (74%);9;18;57%;43%;1;2;4;6;;;49;46;13;17;5;4;1;0;3;2;535;395;;;9;6;9;6;4;5;5;8;14;13;1;1;0;1.62;;;2.20;2016-10-29;1.36;1.25;1.73;1.44;2.63;2.05;3.80;3.10;2.88;4.50;1.95;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;;False;True;True;True;True;False;-2.2;15.58;11.89;7.27;3.61;25.81;74.21;37.4;26.04;11.16;0.77;-3.51;35.87;21.43;9.37;7.81;26.79;10.1;2.7;-3.16;-24.09;-27.15;-4.29;-14.37;-6.78;-7.27;-29.6;-20.47;21.3;2.32;-2.93;38.31;26.45;-27.75;47.54;23.88;9.82;5.48;5.41;3.13;-5.0;6.3;8.19;-5.3;-5.84;-11.9;4.3;-0.7;-6.57;-9.41;-11.7;-13.78;-14.64;-19.77;-8.51;-61.78;-7.31;-23.45;-6.46;-0.98;2.0;46.97;19.37;3.4;-4.7;-11.53;-44.68;32.4;-0.7;-29.45;-21.52;-6.53;-0.75;-86.78;-48.85;30.55;-24.45;20.28;61.54;5.18;-4.72;-7.99;-7.65;-7.66;-5.8;3.4;-1.6;-100.0;-73.0;35.86;-9.88;-25.0;1;16:30:00;1;CRU;CAP;1.11;1.50;2.50;5.00;13.00;;6.50;2.50;1.50;1.17;1.04;-1
CAM X FLA 2016-10-29;298 (80%);264 (77%);15;16;52%;48%;5;1;6;7;;;47;55;14;12;6;4;;;2;4;374;343;;;10;7;4;4;6;7;5;5;15;12;1;0;2;2.10;;;1.67;2016-10-29;1.33;1.36;1.57;1.62;2.20;2.30;3.00;3.30;2.88;3.60;2.20;False;;;True;False;True;True;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;7.6;-27.3;-2.84;-3.11;40.8;18.57;31.6;18.08;7.49;-2.1;-37.12;37.12;-19.94;41.4;-23.6;4.2;2.5;-5.2;26.47;15.73;-28.53;-42.53;22.07;-81.3;-44.7;-30.39;-14.65;-80.01;-41.98;-63.97;-96.76;-61.63;-30.17;12.72;-17.04;-15.94;-68.76;-44.25;-31.88;-29.53;0.0;-38.62;-14.93;-12.35;61.25;8.96;69.32;39.08;23.25;14.36;4.25;-19.91;15.26;-4.74;-1.28;1.67;-88.6;48.67;19.47;8.6;1.76;-3.33;-1.63;3.27;15.25;30.21;19.1;-57.46;42.0;30.62;18.11;35.1;21.7;11.49;7.29;51.4;30.76;45.35;-39.37;29.03;19.33;10.12;80.46;45.42;26.45;15.16;8.46;79.6;46.65;-28.57;22.37;-100.0;2;16:30:00;0;FLA;CAM;1.05;1.25;1.80;3.00;6.00;13.00;11.00;3.75;2.00;1.36;1.13;1.04
COR X CHA 2016-10-29;293 (76%);368 (75%);23;14;45%;55%;2;4;5;7;;;52;59;18;11;2;1;;;5;1;387;488;;;2;6;10;4;2;3;12;5;14;11;2;1;1;1.67;;;2.10;2016-10-29;1.25;1.11;2.63;1.17;5.00;1.50;7.00;4.00;2.10;6.50;2.20;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-5.8;-6.3;-3.97;-32.75;-19.86;-15.15;-12.05;-15.21;-4.99;-1.14;-3.88;-9.25;-6.3;-7.37;-2.61;-14.79;11.93;4.27;4.78;8.3;11.51;23.69;-95.1;56.67;-37.27;-20.76;-10.89;-10.92;-7.4;2.27;9.0;-32.6;-43.45;-59.54;-22.8;43.2;55.18;-40.0;5.0;5.99;-60.0;4.08;8.73;-25.87;-6.91;-33.4;9.13;4.54;4.05;6.33;10.46;7.54;6.33;5.62;5.19;4.57;47.0;9.57;8.74;8.25;32.95;22.64;16.14;12.56;25.59;11.48;-31.64;17.62;-16.77;-16.85;-41.76;-25.09;-12.94;84.62;45.92;29.18;11.99;1.78;17.93;19.62;8.2;39.53;23.52;-34.85;-43.48;-20.67;30.15;21.12;22.14;-26.73;22.38;40.0;1;16:30:00;0;CHA;COR;1.07;1.33;2.05;3.75;8.00;17.00;9.00;3.25;1.75;1.25;1.08;1.02
BOT X CFC 2016-10-29;170 (61%);401 (78%);29;26;35%;65%;0;3;3;9;1;0;72;71;20;13;8;5;;;1;2;280;511;;;5;10;6;8;5;7;6;8;11;18;3;5;0;1.70;;;2.05;2016-10-29;1.30;1.18;2.20;1.25;3.75;1.70;5.25;3.50;2.38;5.50;2.10;True;;;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;5.0;-6.85;8.2;-31.2;-8.58;-11.26;-2.53;-2.42;5.58;2.51;11.67;12.97;12.01;12.56;9.12;-18.0;-9.48;-7.34;-1.89;2.87;5.16;7.36;13.31;63.67;2.24;5.72;-5.0;3.8;3.8;11.93;60.95;39.34;25.84;8.91;17.81;-27.27;42.73;69.41;23.79;11.67;-5.0;-21.5;-7.12;-44.65;-16.76;6.3;-6.3;43.5;84.92;53.8;41.96;28.89;18.15;10.48;10.39;9.59;4.37;39.59;26.31;23.41;46.68;95.53;57.33;86.94;49.17;-61.92;-22.87;-34.0;-35.74;-2.11;13.08;14.79;11.64;6.63;5.31;-46.92;-23.75;-11.27;-22.73;-3.47;3.08;37.03;29.87;20.61;20.1;48.13;37.55;28.13;47.89;-16.79;34.28;-15.0;0;18:30:00;0;CFC;BOT;1.08;1.36;2.20;4.00;9.00;19.00;8.50;3.00;1.65;1.22;1.07;1.02
INT X STA 2016-10-29;406 (85%);341 (82%);7;17;53%;47%;1;2;2;7;;;50;55;11;15;4;2;;;1;3;476;416;0;1;4;12;5;8;3;5;5;3;9;15;2;4;1;1.53;;;2.38;2016-10-29;1.18;1.05;3.40;1.07;9.00;1.30;11.00;4.75;1.83;8.00;2.40;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;0.8;82.61;86.54;45.75;15.56;2.87;6.08;50.38;74.96;94.57;59.65;1.28;18.53;10.73;6.47;-3.4;-5.58;2.8;2.97;4.31;-24.4;-5.58;6.56;7.0;0.06;3.2;-77.32;-41.66;-22.61;-10.63;7.68;-32.5;-23.21;1.5;-15.6;-41.07;-41.59;-24.41;-16.06;-11.53;55.0;17.9;4.4;2.97;44.04;33.69;28.46;-22.88;12.12;6.95;2.17;2.3;4.24;2.79;7.67;10.64;29.04;11.74;17.39;3.55;-6.7;18.3;1.72;-6.7;-5.04;-16.2;11.3;21.28;-4.25;-5.87;-7.62;-7.76;41.28;17.9;12.24;-8.72;-4.07;-2.97;96.29;-3.97;-39.94;-20.58;-34.44;-26.26;-16.03;24.4;9.71;6.84;-35.6;100.0;-19.05;10.0;1;18:30:00;0;STA;INT;1.07;1.30;1.95;3.50;7.00;15.00;9.50;3.40;1.85;1.29;1.10;1.03
FIG X GRE 2016-10-29;264 (71%);244 (70%);26;20;50%;50%;2;3;3;8;;;56;56;18;22;1;4;1;0;2;2;374;347;;;3;4;5;5;4;1;8;5;11;9;2;2;0;1.70;;;2.05;2016-10-29;1.38;1.38;1.57;1.67;2.10;2.40;3.10;3.10;3.20;3.75;1.95;True;;;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;5.0;-2.26;-2.28;29.0;22.75;9.8;3.94;0.46;-3.84;8.04;-56.96;-6.7;-37.08;-19.1;-13.41;-8.87;-1.34;-0.7;-30.92;-13.82;14.8;6.35;-13.92;6.2;36.74;52.71;28.01;19.24;39.03;18.69;6.56;1.84;-2.23;-12.87;3.7;-1.3;24.1;18.47;40.65;28.39;20.0;13.78;3.2;8.4;0.0;-8.45;-33.13;-22.26;-35.8;-3.92;-4.25;-2.22;-3.24;-2.36;-39.86;-28.01;-6.2;-10.97;20.53;4.73;-8.85;-5.47;-7.51;-3.99;-0.09;7.61;1.81;-4.19;13.36;10.89;9.43;-26.9;-4.65;-0.89;7.76;6.69;8.74;2.35;-2.62;29.09;24.62;11.53;8.75;2.47;-3.5;-5.57;-6.0;-14.72;-24.54;-2.22;-20.37;-55.0;0;19:30:00;0;GRE;FIG;1.10;1.44;2.35;5.00;11.00;23.00;7.00;2.63;1.57;1.17;1.05;1.01
SAN X PAL 2016-10-29;344 (78%);270 (72%);15;18;54%;46%;0;3;2;6;;;57;62;22;20;5;4;;;1;3;442;374;;;5;5;5;3;4;6;4;7;9;12;3;4;0;2.00;;;1.75;2016-10-29;1.36;1.34;1.67;1.57;2.25;2.25;3.30;3.20;2.88;3.60;2.20;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;6.0;16.66;16.77;-17.8;-9.39;-6.14;-4.2;19.6;10.85;6.27;8.43;9.57;65.37;37.74;22.79;16.25;12.0;5.33;5.83;26.12;19.13;14.97;-35.0;12.5;-44.2;-25.34;-27.03;-43.03;-27.55;-54.77;33.4;3.3;5.8;-14.63;5.43;8.19;4.25;4.25;4.25;6.52;0.0;12.87;11.64;12.68;98.3;-0.9;54.24;32.67;-26.24;-5.91;-16.51;38.76;16.06;14.54;11.77;10.51;2.8;6.41;6.94;-32.65;-59.97;-38.53;-25.78;-16.6;73.96;41.68;23.94;8.04;-31.04;-20.84;18.96;-6.04;33.96;14.74;-10.92;-8.12;-10.3;-44.57;39.78;-35.41;-29.59;-21.5;-16.7;-12.01;10.25;-4.75;-0.49;-1.6;-7.18;25.51;-11.63;0.0;1;19:30:00;1;PAL;SAN;1.07;1.30;2.00;3.40;7.00;15.00;9.50;3.40;1.80;1.30;1.10;1.03
AME X SPO 2016-10-31;426 (82%);137 (58%);28;18;70%;30%;4;0;11;4;0;2;73;49;8;17;1;10;;;7;1;517;236;;;14;2;5;3;10;2;5;3;19;5;1;0;0;1.75;;;2.00;2016-10-31;1.34;1.83;1.29;2.75;1.40;3.80;2.00;3.30;4.50;2.63;2.05;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;-26.78;-55.95;-46.38;-20.95;-4.7;-7.58;-6.05;-7.06;-9.22;-10.41;-12.4;-5.85;-3.14;3.04;-1.96;-2.05;-3.18;-68.85;-42.43;73.73;27.8;-13.82;62.31;37.66;28.13;36.88;-49.36;-84.04;-49.04;-43.97;-27.45;-19.66;-14.67;-18.9;-18.68;-47.44;-28.45;-16.59;-9.17;-10.0;-5.11;-0.46;-10.46;-7.28;-20.17;-40.39;-45.08;-27.87;53.92;18.58;4.56;-39.16;-19.81;-44.95;-30.57;-18.95;-31.66;-60.07;-39.94;-25.74;-24.15;-17.47;-11.27;-10.55;-4.69;-0.84;-33.49;-23.92;-13.61;-7.48;-19.24;40.3;13.91;3.3;-69.95;-49.29;-37.25;-25.23;-21.73;-42.5;-55.02;-36.92;-26.53;-65.73;-44.26;-31.11;-5.53;-10.32;-51.52;-9.83;-100.0;1;20:00:00;1;SPO;AME;1.08;1.40;2.35;4.33;10.00;21.00;8.00;2.75;1.57;1.20;1.06;1.02
FLA X BOT 2016-11-05;175 (63%);394 (82%);10;18;37%;63%;3;3;2;2;1;0;58;74;26;14;1;4;;;;;276;479;;;7;6;8;10;4;1;8;8;15;14;3;3;0;1.75;;;2.00;2016-11-05;1.29;1.17;2.38;1.25;3.75;1.60;5.75;3.80;2.25;5.50;2.20;True;;;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;10.0;11.34;10.96;10.73;10.73;8.43;7.06;35.05;31.69;24.69;42.1;34.75;-30.7;-16.49;-4.54;-27.06;-16.44;-35.79;-26.88;-15.64;-11.72;-9.5;29.46;6.3;8.41;6.94;9.12;10.28;10.32;10.35;50.69;34.21;24.41;21.31;18.58;20.12;13.06;16.86;14.11;47.48;-40.0;36.95;-65.8;-25.63;-14.25;19.2;-45.08;-26.18;-39.36;-16.63;36.87;30.36;15.05;13.18;4.43;32.1;17.2;15.24;6.38;0.73;-7.9;-10.39;-4.66;-21.51;-6.52;16.05;18.91;14.62;11.78;9.04;-44.37;-24.01;40.63;15.76;9.95;17.08;62.98;42.3;12.74;19.8;36.42;-39.42;-14.26;-8.48;35.58;17.13;8.7;5.71;13.93;11.99;-37.2;-20.0;0;17:00:00;0;BOT;FLA;1.07;1.33;2.05;3.50;7.00;17.00;9.50;3.25;1.75;1.29;1.10;1.02
SPO X COR 2016-11-05;408 (80%);291 (79%);7;17;58%;42%;1;1;4;3;0;2;55;70;19;21;2;2;;;;;508;369;;;3;8;2;5;2;6;2;4;5;12;4;3;0;1.75;;;2.00;2016-11-05;1.35;1.29;1.83;1.44;2.63;2.00;3.90;3.25;2.88;4.33;2.05;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;-3.33;6.7;27.44;20.6;17.03;83.03;47.26;24.66;4.03;-5.3;6.5;-31.53;-18.03;-10.0;-4.58;-1.73;6.37;0.84;2.56;-6.2;-9.05;4.41;18.0;5.47;8.3;3.31;0.35;27.92;19.0;-42.08;-13.85;-3.55;3.17;29.53;10.25;9.62;0.38;-5.11;-10.63;-35.0;14.6;-6.0;24.0;21.54;2.44;15.21;54.96;33.05;-55.07;-17.71;-10.74;-9.95;-5.98;0.47;-0.16;2.16;29.93;98.26;58.93;30.55;13.68;6.42;5.51;100.0;79.16;41.53;2.69;18.78;6.37;-6.06;-2.57;-0.49;0.74;6.37;4.34;14.04;14.8;3.01;4.2;-9.56;-9.05;-10.8;-16.46;-21.45;-19.04;-17.98;-17.75;-22.24;-18.55;-19.73;20.0;4;19:30:00;1;COR;SPO;1.08;1.40;2.30;4.33;10.00;21.00;8.00;2.75;1.60;1.20;1.06;1.02
PON X SAN 2016-11-06;359 (80%);171 (69%);11;14;64%;36%;3;1;5;4;;;55;52;19;20;1;3;1;1;3;4;447;247;;;9;6;5;5;5;2;4;2;13;8;1;1;2;1.95;;;1.80;2016-11-06;1.36;1.40;1.60;1.67;2.10;2.38;3.00;3.20;3.10;3.40;2.10;False;;;True;True;False;True;False;True;False;True;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;0.0;12.4;4.01;0.62;-3.4;-2.29;5.1;-7.6;25.2;14.08;9.06;-4.0;12.01;4.71;72.93;40.3;-28.0;-12.55;-11.84;-21.99;-20.05;-42.04;-0.38;-27.98;21.3;8.49;5.66;5.84;3.83;0.77;25.18;36.37;17.89;2.0;1.9;-33.73;-23.15;-12.25;13.5;13.01;20.0;51.29;31.68;19.66;-33.95;37.06;-19.13;-19.1;-21.1;-17.69;-8.07;-9.52;-12.61;-44.08;-35.68;-26.06;17.43;-19.97;-16.18;-12.1;-11.71;-11.85;-16.94;-14.28;-87.67;-56.3;-82.66;-22.0;-52.95;-35.72;-44.01;-29.52;-82.56;-57.43;-2.5;-3.69;-5.23;-3.69;-6.09;-4.05;-28.42;-20.32;-45.49;-25.46;-20.67;-16.33;-60.23;-14.11;-9.29;7.4;-35.89;10.0;1;11:00:00;-1;SAN;PON;1.07;1.33;2.08;3.50;8.00;17.00;9.00;3.25;1.73;1.29;1.08;1.02
CRU X FLU 2016-11-06;466 (86%);383 (85%);7;19;55%;45%;3;7;5;5;;;45;54;7;14;4;2;;;1;1;543;452;;;9;8;6;3;3;8;4;10;12;18;1;2;2;1.80;;;1.95;2016-11-06;1.33;1.20;2.05;1.30;3.40;1.80;4.75;3.40;2.50;4.75;2.10;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;True;True;False;False;False;False;False;False;10.0;-96.8;-60.06;-63.31;41.0;8.99;15.3;13.43;19.56;1.78;-12.6;6.95;-4.06;48.4;24.58;8.22;1.02;0.56;30.6;89.19;51.34;33.15;5.13;21.96;73.06;44.83;54.01;34.59;43.05;8.62;7.27;-2.9;-3.45;23.05;-5.34;3.4;-1.6;4.0;6.33;7.88;55.0;-19.1;70.9;34.05;17.26;14.7;2.27;40.08;15.87;6.95;1.64;3.29;6.74;5.46;10.19;8.0;4.0;6.37;5.02;5.09;4.75;-22.77;47.23;23.01;10.74;3.54;1.12;-70.0;-5.52;-6.13;7.32;-22.6;-14.35;-10.93;-8.9;-68.44;-41.61;-27.15;-46.82;-43.54;-20.97;-3.09;-1.91;2.72;5.83;5.83;5.84;1.21;-1.0;-30.82;-1.49;-35.0;4;17:00:00;1;FLU;CRU;1.08;1.33;2.10;3.75;8.00;17.00;8.50;3.25;1.70;1.25;1.08;1.02
PAL X INT 2016-11-06;215 (62%);202 (61%);37;30;51%;49%;2;1;2;4;1;0;80;67;19;10;2;4;0;1;1;2;347;333;;;2;4;6;3;4;3;10;3;12;7;;;0;1.67;;;2.10;2016-11-06;1.29;1.13;2.40;1.18;4.50;1.57;6.50;3.60;2.25;6.00;2.10;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;10.0;2.75;0.28;0.56;-15.4;-8.98;-5.25;-2.65;-1.28;94.31;54.98;12.15;31.6;24.16;10.42;51.07;26.04;6.64;-3.93;-3.93;-10.02;-9.6;13.42;-3.97;-3.97;-33.97;-21.8;-24.57;-53.19;-29.98;-13.96;-26.66;-9.7;7.98;5.27;-34.73;-21.16;-12.38;-8.92;-36.87;-10.0;63.83;25.37;12.04;4.11;4.74;1.64;-52.3;-34.54;-23.83;-17.87;-44.32;-31.67;-12.55;-6.18;-2.36;-25.0;2.14;2.95;2.33;-3.98;-5.64;-2.41;-0.49;1.02;7.38;11.39;-19.29;5.34;6.75;32.59;22.53;-36.35;-15.19;-10.65;-9.81;-7.46;-8.08;-9.18;-6.05;-29.85;-22.85;-13.68;-12.86;9.8;3.1;2.03;66.02;34.44;-2.71;19.55;5.0;1;17:00:00;1;INT;PAL;1.08;1.36;2.25;4.00;9.00;19.00;8.00;3.00;1.62;1.22;1.07;1.02
STA X AME 2016-11-06;388 (84%);488 (87%);12;12;46%;54%;2;1;5;5;;;51;43;9;10;5;0;;;1;4;461;564;;;5;6;6;6;0;6;3;7;8;13;1;1;0;1.91;;;1.91;2016-11-06;1.30;1.22;2.00;1.33;3.25;1.83;4.33;3.50;2.50;4.50;2.25;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;10.0;5.01;9.93;36.95;28.38;23.28;10.35;2.38;-4.22;11.7;12.28;8.45;15.15;-21.87;-4.13;-5.19;-0.12;-37.11;-11.91;7.4;-20.8;-8.32;7.52;-3.03;-32.04;-19.2;-4.47;84.8;53.51;38.81;18.24;60.52;34.75;6.97;25.37;9.13;15.44;10.11;10.28;10.39;5.0;29.09;14.08;5.53;0.44;46.65;-2.58;-5.71;4.45;65.37;38.5;47.53;6.37;1.39;-11.03;-2.8;19.59;-4.76;3.72;-51.28;-55.26;-29.43;-13.7;-4.72;-1.3;5.47;31.68;16.26;22.2;11.56;5.61;1.7;-2.48;-3.91;-9.38;-42.64;-27.41;-18.35;12.01;-19.1;-14.18;26.65;9.29;8.85;14.05;11.78;8.19;48.29;31.64;9.49;21.38;45.0;1;17:00:00;1;AME;STA;1.07;1.30;2.00;3.50;7.00;17.00;9.50;3.40;1.80;1.29;1.10;1.02
