game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
CAP X SPT 2018-10-14;198 (77%);517 (91%);10;17;31%;69%;1;3;1;5;1;5;39;12;3;10;;;5/13 (38%);14/44 (32%);3;7;2/2 (100%);6/8 (75%);31;36;12;13;4;2;;;8;12;21/53 (40%);25/37 (68%);2;0;256;566;;;6;15;4;14;2;8;1;12;6/9 (67%);2/3 (67%);7;27;3;0;0;1.66;2.10;2018-10-14;1.22;1.08;3.00;1.11;6.50;1.33;9.50;4.75;2.00;7.00;2.25;True;False;True;True;False;True;False;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;10.0;50.31;55.17;41.48;25.23;66.39;44.07;85.97;53.54;37.92;34.56;20.3;27.8;56.79;93.32;56.0;40.72;41.7;28.92;47.77;27.13;-21.53;18.74;7.37;27.02;30.58;38.39;31.79;39.63;84.37;69.14;41.51;26.03;25.14;15.8;24.91;21.15;31.54;42.96;57.54;12.06;20.51;30.16;77.25;52.55;48.33;34.65;26.23;39.57;-20.78;-31.73;-9.05;20.57;28.43;23.26;6.25;50.12;13.22;59.83;66.48;39.91;25.06;14.74;5.24;0.9;8.18;29.72;51.12;26.37;21.27;37.41;21.14;12.57;3.42;-7.8;-1.12;5.9;8.9;34.37;7.69;11.05;12.14;35.93;100.0;63.15;94.52;55.06;27.44;16.18;23.86;-33.53;;4;20:00:00;1;SPT;CAP;1.07;1.30;2.00;3.40;7.00;15.00;9.50;3.40;1.80;1.30;1.10;1.03
CAM X AME 2018-10-14;303 (84%);443 (87%);14;9;41%;59%;2;3;2;3;1;2;34;12;3;16;;;3/11 (27%);5/32 (16%);9;9;10/14 (71%);6/11 (55%);53;42;15;16;2;8;;;12;15;28/46 (61%);18/44 (41%);2;1;362;510;;;10;6;6;6;8;2;5;4;10/14 (71%);10/13 (77%);15;10;0;1;0;1.61;2.20;2018-10-14;1.25;1.11;2.62;1.16;5.00;1.44;7.50;4.20;2.10;6.50;2.25;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;9.4;-9.14;-5.54;-0.14;24.33;15.88;5.74;5.08;29.18;-30.45;-15.29;0.94;-31.35;-17.83;27.18;35.65;6.47;-18.2;-7.06;-8.05;16.8;48.73;-17.55;60.92;37.18;23.24;-22.44;-60.45;-20.96;-6.17;-7.87;-8.9;-9.26;-50.3;-17.89;-36.91;-17.44;-5.73;12.15;35.54;55.83;22.96;13.26;7.49;3.47;-35.46;-6.18;7.42;2.16;16.21;-16.56;4.8;-19.25;16.35;28.04;71.83;-23.88;46.03;43.73;33.35;21.97;65.63;35.33;23.98;21.18;-66.24;-62.75;-11.49;-44.16;-28.4;-19.3;27.86;8.49;-30.89;-15.8;-32.65;-0.99;1.92;-6.13;-6.67;-1.95;2.78;4.02;16.64;14.28;13.88;52.47;38.5;29.42;-15.06;30.05;23.64;0;20:00:00;0;AME;CAM;1.07;1.33;2.07;3.75;8.00;17.00;9.00;3.25;1.72;1.25;1.08;1.02
CEA X BOT 2018-10-15;291 (77%);401 (85%);26;10;44%;56%;0;2;0;2;0;5;34;19;3;6;;;2/14 (14%);5/28 (18%);7;8;6/16 (38%);8/16 (50%);60;43;10;13;7;0;;;10;10;26/58 (45%);34/60 (57%);1;1;377;474;;;2;12;8;9;0;7;6;9;7/16 (44%);13/17 (76%);8;21;3;1;0;1.66;2.10;2018-10-15;1.34;1.29;1.80;1.50;2.50;2.04;3.60;3.30;2.87;4.33;2.00;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;4.2;41.25;22.52;15.64;40.38;25.8;19.77;10.6;-33.55;-29.13;-18.58;6.7;-13.33;-10.38;-0.98;54.71;34.7;15.82;23.14;17.58;50.55;50.82;31.18;29.61;71.88;48.97;24.86;12.26;51.82;31.77;23.47;17.07;3.17;18.24;-2.82;2.35;2.35;5.81;8.88;12.06;23.27;-24.89;-23.7;-15.34;-10.37;10.84;-27.05;-15.13;-31.2;-23.48;-54.4;-17.44;-6.1;8.4;20.43;21.05;6.13;38.23;26.99;22.99;1.81;-32.55;-34.26;-49.06;-16.78;-6.74;2.45;3.34;-3.55;13.6;26.45;12.74;-15.41;-12.01;16.68;39.85;70.58;45.54;40.5;31.94;44.93;66.77;38.66;52.61;37.14;28.64;17.3;7.56;-7.05;52.48;8.21;13.74;0;21:00:00;0;BOT;CEA;1.10;1.44;1.53;4.50;11.00;23.00;7.50;2.62;2.40;1.18;1.05;1.01
AME X GRE 2018-10-20;392 (85%);400 (82%);13;14;49%;51%;0;1;1;2;0;2;29;12;4;5;;;2/12 (17%);3/21 (14%);11;5;10/12 (83%);7/10 (70%);47;41;8;17;2;3;;;12;16;22/46 (48%);23/58 (40%);2;1;462;486;;;6;7;9;5;4;3;7;3;5/8 (63%);10/13 (77%);13;10;;;1;1.57;2.25;2018-10-20;1.41;1.44;1.44;1.80;1.90;2.62;2.70;3.20;3.60;3.75;1.83;False;True;False;True;True;False;False;False;False;True;True;False;False;True;True;False;False;False;;False;False;True;True;True;False;-4.8;-2.69;-13.09;-20.36;-8.01;9.15;1.46;2.98;3.92;18.74;9.76;-7.65;17.78;17.0;16.54;15.12;15.57;14.91;-13.1;10.2;1.22;13.44;-9.35;10.35;39.98;70.86;15.79;11.46;5.71;31.76;35.41;46.98;46.33;-14.36;72.41;89.31;55.16;46.43;46.92;22.09;-21.66;7.68;2.45;-1.85;-4.3;-1.67;-4.22;-4.22;-4.22;-15.01;-17.64;-38.92;-36.25;-50.42;-46.79;-35.97;6.87;-42.66;-27.53;-11.74;-32.77;-1.31;-21.67;-51.74;-45.68;-27.0;-22.09;19.93;-9.5;-13.0;-14.13;-34.14;-18.65;-6.57;10.25;3.2;2.25;29.66;13.6;34.46;12.89;-11.33;11.38;11.37;11.88;11.72;12.42;18.74;32.88;0.04;36.52;11.95;1;17:00:00;0;GRE;AME;1.14;1.57;1.40;6.00;15.00;;5.50;2.25;2.87;1.12;1.03;-1
BOT X BAH 2018-10-20;193 (70%);408 (83%);28;24;36%;64%;1;2;2;2;1;1;40;16;2;8;;;4/7 (57%);2/25 (8%);4;9;6/16 (38%);9/21 (43%);63;64;21;10;4;1;;;5;14;25/59 (42%);38/69 (55%);;;274;492;;;6;5;6;4;2;4;3;4;12/21 (57%);9/14 (64%);9;9;1;2;1;1.80;1.95;2018-10-20;1.37;;1.70;2.37;1.53;2.04;3.75;3.20;4.00;3.00;2.00;True;False;True;;True;False;True;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-15.75;26.71;4.63;1.63;-1.34;17.25;22.18;11.81;-22.73;-77.02;-70.27;-8.61;-42.57;-21.75;-7.85;8.27;10.04;16.87;39.05;29.75;26.13;22.06;-2.92;-30.72;24.77;5.32;41.44;14.63;26.98;19.7;19.77;-12.75;1.88;18.15;7.1;2.8;-4.8;13.35;13.49;8.09;15.5;4.31;-17.65;-69.33;-37.53;14.96;-18.19;-6.6;-4.45;-2.12;-16.79;-4.07;8.47;8.27;5.42;9.17;40.36;9.72;72.69;49.85;34.34;32.61;55.24;34.02;25.91;32.64;26.04;25.63;8.35;-17.94;-12.89;39.81;24.58;19.51;17.49;15.29;50.05;29.45;32.74;24.31;10.56;10.64;24.08;14.5;8.29;25.64;65.16;37.38;29.91;45.56;1.65;-1.5;0;17:00:00;-1;BAH;BOT;1.10;1.40;1.57;4.33;10.00;21.00;7.50;2.75;2.35;1.20;1.06;1.01
SPT X VAS 2018-10-20;382 (82%);365 (82%);16;17;52%;48%;0;1;1;2;2;3;14;10;4;1;;;2/15 (13%);1/8 (13%);9;10;5/8 (63%);6/9 (67%);47;50;18;16;4;2;0;1;15;11;29/61 (48%);24/57 (42%);0;1;468;447;;;5;8;7;6;3;6;7;7;10/13 (77%);9/12 (75%);12;15;3;0;1;1.80;1.95;2018-10-20;1.36;1.48;1.53;1.83;1.83;2.60;2.70;3.20;3.40;3.50;2.00;False;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;0.8;10.64;6.63;10.01;1.1;-4.63;-6.68;-4.42;-3.62;27.2;18.75;16.28;47.71;24.41;-26.25;-7.71;6.52;6.2;17.2;6.18;10.89;-31.55;15.83;-17.38;-28.49;-10.94;8.8;18.23;24.17;17.57;11.96;12.8;-21.38;40.81;-61.2;-31.38;-17.75;-9.97;-3.29;2.91;-59.88;-5.68;2.95;22.74;18.28;25.66;6.52;2.28;-15.95;-6.12;21.62;27.2;28.92;20.7;20.44;11.86;-22.2;6.3;1.97;1.47;2.21;3.19;10.09;12.76;46.33;24.43;35.22;-6.24;57.66;46.96;19.84;4.57;-34.28;-12.28;-27.35;-14.22;-9.96;31.01;6.0;10.08;-33.34;-39.88;-25.39;-13.99;-8.25;-4.27;-2.57;-12.23;-19.86;12.0;-30.5;8.56;2;20:00:00;1;VAS;SPT;1.08;1.40;1.61;4.00;9.00;19.00;8.00;2.75;2.25;1.22;1.07;1.02
SPO X CAP 2018-10-20;474 (85%);184 (73%);16;23;68%;32%;0;2;0;2;2;2;29;27;7;4;1;0;7/20 (35%);4/23 (17%);16;7;5/6 (83%);6/9 (67%);50;57;15;20;5;1;1;2;11;14;41/74 (55%);30/54 (56%);2;5;559;252;;;8;11;7;7;1;5;2;3;9/10 (90%);11/17 (65%);10;14;2;3;0;1.75;2.00;2018-10-20;1.35;1.29;1.75;1.50;2.50;2.20;3.40;3.20;2.87;4.33;2.00;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;1.2;-13.08;-38.8;-27.07;-19.6;-15.92;-5.52;-4.98;-6.63;-1.37;-22.19;7.21;-19.97;23.48;0.85;-3.29;1.9;23.96;29.3;22.55;7.05;-6.6;20.79;-22.38;-19.9;-11.88;-5.07;-3.43;-11.24;-21.49;-15.25;-11.63;-18.16;3.21;-30.03;-17.43;-2.08;-19.95;-11.74;-0.69;;15.08;12.05;14.52;13.71;3.41;6.24;-9.61;5.2;15.44;10.3;55.46;26.26;14.18;17.86;8.42;1.89;-9.4;-9.89;-18.2;-42.47;-30.95;-23.57;-47.2;-10.5;-9.81;-37.51;-5.3;-28.29;-17.93;-30.51;-70.85;-37.92;-43.13;-33.31;-43.23;-9.81;-15.03;-16.05;26.02;10.14;11.41;10.36;11.49;-6.78;35.6;22.04;23.5;34.6;-10.72;17.28;77.3;0;20:00:00;0;CAP;SPO;1.08;1.40;1.57;4.33;10.00;21.00;8.00;2.75;2.35;1.20;1.06;1.01
FLU X CAM 2018-10-21;325 (78%);409 (82%);22;7;46%;54%;;;0;1;1;3;30;20;7;4;;;3/18 (17%);1/18 (6%);7;5;4/6 (67%);10/14 (71%);46;43;19;14;5;2;1;0;13;12;29/57 (51%);18/52 (35%);0;2;417;500;0;1;5;3;9;4;2;6;7;10;6/9 (67%);6/9 (67%);12;13;2;2;0;1.80;1.95;2018-10-21;1.36;1.40;1.57;1.66;2.10;2.40;3.00;3.20;3.20;3.60;2.00;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;13.52;5.38;1.58;1.8;15.35;13.05;50.19;25.93;-16.35;-0.94;12.25;10.35;2.1;1.15;1.5;0.43;-18.06;-44.34;-25.27;-10.59;-19.47;37.32;-4.0;6.39;34.67;71.09;47.59;37.04;35.83;59.52;31.91;23.55;26.79;27.22;21.52;55.29;21.15;-46.7;-45.74;-21.89;-34.27;-40.4;-17.82;-1.8;27.8;-16.25;-5.77;2.22;14.97;31.5;18.4;7.32;-15.84;28.2;57.81;54.03;40.34;32.53;-86.2;44.7;-2.97;-11.25;-12.61;-3.09;-3.37;39.1;41.41;27.59;-19.21;12.29;22.08;13.51;10.96;21.66;5.97;20.38;2.1;48.04;-20.55;-14.11;-13.16;-10.63;-13.25;-9.32;-6.54;-8.23;-71.01;-79.0;28.14;-71.5;-23.44;1;17:00:00;1;CAM;FLU;1.08;1.40;1.61;4.00;9.00;19.00;8.00;2.75;2.25;1.22;1.07;1.02
PAL X CEA 2018-10-21;385 (86%);228 (76%);13;21;62%;38%;1;0;2;1;6;5;13;35;12;4;0;4;8/36 (22%);2/5 (40%);5;2;7/17 (41%);7/15 (47%);43;53;13;14;4;5;;;7;5;31/51 (61%);19/49 (39%);2;1;448;300;0;1;6;8;9;5;6;6;15;8;9/10 (90%);7/15 (47%);21;16;2;5;1;1.53;2.37;2018-10-21;1.25;1.07;3.00;1.10;7.00;1.36;10.00;4.33;2.00;7.50;2.20;False;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;3.2;27.3;10.4;-31.05;16.05;5.31;25.5;18.31;1.25;25.55;47.88;9.55;-30.03;32.97;25.51;11.92;1.47;-9.15;-3.79;-2.16;2.25;7.8;6.48;3.39;-1.93;-1.54;-15.03;-6.0;34.88;43.22;0.38;2.84;6.76;-8.4;-2.0;22.95;-24.3;-6.76;-7.27;4.2;-32.97;7.43;11.84;9.96;2.28;-21.45;-7.0;-14.97;-39.84;-28.1;-28.16;-88.01;-69.31;-53.54;33.51;-11.03;-39.04;-24.54;-1.05;-20.78;-19.28;-14.34;-32.15;-23.33;-61.37;-24.74;-19.44;-75.76;-28.16;-13.25;-7.98;-53.83;-31.13;28.26;29.39;19.94;-34.74;-18.69;-42.7;-26.95;-17.22;-12.83;-11.15;-23.45;-59.52;-11.5;-75.03;-61.15;-41.57;-20.34;-12.75;-16.03;2;17:00:00;1;CEA;PAL;1.08;1.36;1.70;3.75;8.00;19.00;8.50;3.00;2.10;1.25;1.08;1.02
VIT X COR 2018-10-21;407 (81%);304 (81%);16;13;57%;43%;2;0;3;1;1;4;19;28;5;5;;;2/14 (14%);4/25 (16%);8;10;4/13 (31%);7/13 (54%);54;58;23;18;4;1;;;11;17;25/57 (44%);27/50 (54%);1;1;502;375;;;5;4;4;2;4;6;4;8;14/16 (88%);12/17 (71%);9;12;4;1;2;1.61;2.20;2018-10-21;1.41;;1.60;1.61;2.20;2.37;3.30;2.90;;4.00;1.90;False;True;False;;True;False;False;False;False;True;;False;True;True;True;True;True;False;;False;False;False;False;True;False;2.8;76.83;51.88;58.5;33.25;4.4;-5.17;-7.42;-37.89;-33.17;-46.88;6.01;-26.08;-14.77;-4.64;-7.37;16.95;2.8;-2.85;35.25;14.4;2.35;7.93;-18.45;-77.33;-42.74;-19.68;-24.08;-12.07;-44.58;-31.31;-23.38;14.01;0.51;-4.37;-31.03;-42.41;-26.46;-13.08;-1.25;-13.13;-10.73;-20.55;-4.0;16.3;-2.93;-7.7;-13.65;-18.35;-12.04;-2.67;2.03;-6.47;-15.97;10.42;3.75;-7.17;3.43;9.12;10.06;8.81;9.92;10.0;8.6;7.25;6.44;16.51;-7.38;32.16;23.16;-37.95;-9.35;16.19;5.06;3.69;13.51;17.39;4.42;18.3;15.64;-27.97;-23.99;-18.53;-3.76;-17.54;-5.49;-12.63;-42.27;-22.0;41.43;-4.61;30.03;2;17:00:00;0;COR;VIT;1.12;1.53;1.44;5.50;13.00;;6.00;2.37;2.70;1.14;1.04;-1
CRU X CHA 2018-10-21;347 (82%);427 (83%);10;13;46%;54%;2;2;2;4;5;2;19;24;4;4;;;2/22 (9%);4/14 (29%);8;10;17/26 (65%);9/11 (82%);47;53;15;9;2;3;;;15;10;21/48 (44%);26/53 (49%);1;1;424;516;;;6;7;8;5;2;5;9;5;10/12 (83%);12/17 (71%);15;12;1;2;0;1.53;2.37;2018-10-21;1.29;1.14;2.30;1.18;4.50;1.61;6.00;3.60;2.20;7.00;2.04;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;13.0;-0.28;19.53;18.35;13.79;11.08;9.47;7.08;6.6;6.6;28.38;10.95;49.54;34.37;74.29;39.35;7.62;1.48;-9.15;-16.01;-10.78;-6.97;16.56;35.04;33.84;23.07;16.27;-13.31;6.19;-25.27;-16.81;-2.77;-3.36;24.7;24.65;7.48;-59.7;-22.59;31.02;6.55;-31.5;0.55;-19.43;-10.11;-10.42;65.38;-21.63;-10.21;-27.43;-13.56;20.7;6.22;6.22;-26.04;-39.53;-20.01;33.56;-7.56;-0.55;5.76;10.05;9.72;11.09;32.91;27.13;15.29;5.85;19.83;0.13;16.55;10.28;30.05;12.31;15.15;30.09;-42.94;-22.95;-11.91;11.16;-2.96;-26.86;-26.06;-21.75;-17.5;-24.14;-16.06;-12.01;-42.34;-31.18;5.66;-34.79;;3;20:00:00;1;CHA;CRU;1.10;1.44;1.57;4.50;11.00;23.00;7.00;2.62;2.35;1.18;1.05;1.01
PAR X FLA 2018-10-21;622 (89%);238 (75%);14;12;69%;31%;1;0;4;0;1;3;14;23;1;4;;;4/20 (20%);1/11 (9%);8;14;4/17 (24%);8/14 (57%);54;53;13;17;2;2;;;7;14;23/35 (66%);30/61 (49%);2;1;699;317;0;1;8;1;4;2;6;2;3;6;15/20 (75%);14/21 (67%);11;7;0;1;4;1.50;2.50;2018-10-21;1.30;2.40;1.11;5.50;1.14;7.00;1.53;3.75;8.00;2.10;2.04;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;50.0;-6.15;-37.25;-41.86;-36.19;-23.93;-16.5;-60.25;-36.33;-20.15;-17.91;34.13;-100.0;-57.6;-37.85;-56.29;-36.77;-48.75;-3.64;25.05;17.58;-18.95;50.97;-33.57;-26.67;-15.02;-15.32;-20.68;14.75;2.2;0.11;10.28;-11.3;28.3;-5.91;-5.74;37.28;18.25;10.49;5.21;-17.44;2.27;-2.42;-2.1;-14.29;4.33;-8.79;-7.03;-72.73;-44.6;-27.82;-18.79;-13.32;-12.6;-59.91;-37.73;6.0;-27.54;27.54;5.38;-32.08;-22.01;-18.52;-18.89;-24.86;-9.29;-2.66;0.06;-15.88;-44.92;-39.85;-33.4;-30.08;-22.52;-16.45;-55.77;-39.74;-24.91;-0.55;-21.66;-19.74;-22.7;-1.05;40.96;29.01;22.59;12.0;1.51;-12.15;-3.33;-10.8;-51.61;0;20:00:00;-1;FLA;PAR;1.11;1.44;1.53;4.50;11.00;23.00;6.50;2.62;2.40;1.18;1.05;1.01
INT X SAN 2018-10-22;327 (78%);318 (82%);17;13;52%;48%;1;5;1;7;2;1;29;20;7;5;1;2;6/17 (35%);5/26 (19%);9;9;12/20 (60%);15/24 (63%);59;60;15;14;6;2;1;0;13;14;28/54 (52%);22/44 (50%);2;2;418;387;;;4;11;3;4;3;9;4;3;14/18 (78%);11/17 (65%);8;14;3;1;2;1.61;2.20;2018-10-22;1.36;1.20;1.95;1.33;3.25;1.85;4.75;3.20;2.62;5.50;1.95;False;True;False;True;True;False;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;8.0;37.37;14.1;6.29;-4.7;-2.09;-2.19;4.6;9.61;15.66;12.27;3.56;34.26;9.55;-6.73;-16.45;-20.2;18.95;-52.3;-61.94;-35.58;-24.39;-43.05;-20.41;-6.65;15.85;25.14;15.35;13.66;5.97;-3.53;-10.28;-1.22;-33.19;4.9;7.35;38.51;60.97;88.52;100.0;3.38;100.0;89.12;38.54;-21.26;-36.31;-9.16;-75.69;-43.72;-22.33;-3.93;15.83;40.17;69.51;41.95;25.19;-28.08;14.63;7.52;1.9;7.9;1.71;1.79;1.83;0.9;-8.69;-29.74;-1.18;-42.55;-22.42;40.44;14.46;34.96;19.06;10.37;-16.31;-16.83;-13.0;10.75;-19.38;-36.42;-16.89;-6.7;-6.88;-3.37;8.08;1.28;-3.17;-9.71;30.0;-22.66;44.63;2;21:00:00;0;SAN;INT;1.11;1.50;1.50;5.00;11.00;26.00;6.50;2.50;2.50;1.16;1.05;1.01
VIT X SPO 2018-10-26;243 (77%);423 (88%);25;13;40%;60%;1;0;1;0;1;6;32;21;6;4;0;1;4/15 (27%);5/29 (17%);12;12;8/13 (62%);20/27 (74%);58;74;24;8;3;5;;;13;13;28/56 (50%);22/38 (58%);;;315;483;1;0;11;7;7;6;6;3;3;8;12/19 (63%);16/17 (94%);14;15;2;1;1;1.80;1.95;2018-10-26;1.37;1.61;1.35;2.20;1.61;3.00;2.45;3.10;3.75;3.10;2.00;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;10.0;-19.24;-0.01;7.54;7.66;2.87;-13.03;-40.83;-19.94;-43.82;-28.85;15.0;-19.19;-31.43;-19.4;-77.02;-50.52;-25.61;-9.35;30.9;27.77;76.09;14.02;52.46;36.43;26.56;15.03;-7.7;-2.64;3.6;-79.73;-44.81;-30.68;-26.21;-72.14;-43.08;-21.11;18.83;6.3;4.83;16.69;7.47;9.15;-15.3;23.0;-11.98;12.56;-21.25;-45.68;-25.29;-24.26;-16.9;-10.74;-5.91;-33.77;41.1;-25.38;18.47;25.0;10.13;1.59;-13.16;11.03;4.83;2.19;9.93;10.93;-23.46;15.58;23.12;46.74;30.69;20.49;18.13;9.5;18.83;23.93;12.04;-39.28;17.16;68.72;45.7;32.2;23.79;15.37;66.79;46.51;29.21;29.53;-35.05;54.66;-20.92;0;20:30:00;-1;SPO;VIT;1.08;1.40;1.61;4.00;10.00;21.00;8.00;2.75;2.25;1.22;1.06;1.01
VAS X INT 2018-10-26;317 (81%);305 (82%);20;22;51%;49%;0;1;0;2;3;1;29;19;4;6;;;3/14 (21%);5/17 (29%);5;18;6/17 (35%);11/16 (69%);65;67;20;17;6;2;0;1;10;13;26/54 (48%);34/55 (62%);2;1;391;372;1;0;6;5;4;8;3;7;4;11;17/23 (74%);12/16 (75%);10;16;5;3;1;1.80;1.95;2018-10-26;1.36;1.60;1.40;2.10;1.66;2.90;2.45;3.20;3.75;3.10;2.00;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;6.6;3.71;1.12;11.77;7.22;7.45;6.6;28.16;26.22;14.95;4.49;14.12;10.21;1.48;4.06;7.15;27.21;4.32;6.98;41.52;45.51;34.13;18.75;23.13;48.03;29.7;13.28;1.4;2.6;22.8;7.25;8.22;3.46;32.5;6.02;10.96;6.44;-6.48;-7.82;-1.98;3.69;-1.88;11.97;17.42;98.54;21.63;95.65;76.05;28.26;10.72;5.1;-29.93;-27.82;-21.27;-23.8;-23.76;12.18;-15.91;22.8;16.55;15.61;31.07;21.85;-18.15;-58.58;-29.41;-13.27;13.98;-9.84;9.34;-16.72;12.77;-5.75;-13.0;-11.17;-28.09;-18.38;-4.11;34.21;-0.43;10.89;22.02;33.04;24.06;-71.42;-50.55;-28.92;-4.07;-3.19;5.85;1.7;-0.53;1;22:30:00;0;INT;VAS;1.08;1.40;1.60;4.33;10.00;21.00;8.00;2.75;2.30;1.20;1.06;1.01
GRE X SPT 2018-10-27;209 (71%);532 (86%);22;16;32%;68%;0;2;3;5;0;7;31;20;0;10;;;2/6 (33%);7/29 (24%);14;21;12/15 (80%);23/33 (70%);74;71;16;10;1;0;;;16;12;15/56 (27%);22/44 (50%);;;293;617;;;4;11;4;6;4;4;4;6;23/31 (74%);12/17 (71%);8;17;2;2;4;1.75;2.00;2018-10-27;1.28;1.14;2.40;1.20;4.33;1.53;6.50;3.80;2.20;6.00;2.20;False;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;True;True;True;False;False;False;False;False;False;7.5;-31.54;-19.38;-10.91;-4.69;-3.64;-2.92;4.2;-2.47;-3.0;4.15;-20.87;11.65;33.35;62.31;28.27;23.1;9.99;-11.25;25.65;67.22;46.47;-6.63;-54.0;-9.7;-5.47;-5.19;16.45;17.6;12.29;9.34;63.09;38.49;-16.59;50.34;34.96;25.83;35.02;32.61;75.01;9.53;48.86;27.07;-26.7;-10.05;-19.61;-1.53;16.4;76.52;51.88;0.18;5.53;6.15;-4.45;19.4;23.95;-27.17;70.12;31.46;19.54;10.77;-6.9;-43.42;-1.49;3.53;5.03;46.03;-12.88;36.75;34.13;25.06;57.41;36.6;50.16;64.41;46.18;33.65;24.1;-42.82;24.56;16.18;4.11;18.59;16.32;44.2;34.37;26.4;14.98;23.09;-23.85;34.05;50.79;3;17:30:00;-1;SPT;GRE;1.07;1.30;1.75;3.50;7.00;17.00;9.50;3.40;2.04;1.28;1.10;1.02
