game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
FUL X HUD 2018-12-29;418 (79%);295 (75%);25;38;57%;43%;0;2;0;2;3;2;18;26;3;4;0;2;3/17 (18%);6/22 (27%);7;8;5/6 (83%);5/6 (83%);51;60;10;12;4;5;;;12;10;38/85 (45%);34/70 (49%);2;3;529;395;;;5;12;1;7;5;5;4;2;4/9 (44%);8/8 (100%);9;14;1;3;0;2018-12-29;-10;-42;-25;-18;-14;-11;-30;-15;22;7;12;-12;26;21;54;30;25;13;-11;-9;48;33;-17;17;9;3;-3;8;-18;-14;-42;-25;-18;-17;-11;-46;-32;-24;-14;-46;-9.0;4;5;11;36;-16;25;17;13;26;13;7;4;-13;-3;49;-56;34;20;87;60;40;20;-14;-12;-14;-18;-30;53;36;18;23;15;5;-14;-16;45;19;-21;13;25;18;58;33;18;8;11;24;-33;-19;16.0;-46.0;1;13:00:00;1;HUD;FUL
LEI X CAR 2018-12-29;188 (69%);341 (76%);23;31;38%;62%;0;2;0;2;6;6;34;27;4;10;;;3/16 (19%);1/25 (4%);10;6;5/14 (36%);9/18 (50%);55;75;16;14;7;2;1;0;17;6;24/56 (43%);26/61 (43%);1;0;273;448;;;4;6;3;3;3;7;8;10;8/15 (53%);8/19 (42%);12;16;2;0;1;2018-12-29;-10;7;-46;-35;-22;-17;-14;16;10;16;59;-28;37;21;1;10;27;21;19;20;26;53;-15;82;68;37;18;19;5;-3;-2;-28;-26;-8;-40;-9;-4;45;39;4;16.0;6;7;42;87;-3;55;33;31;34;23;4;2;1;-11;-14;-4;-12;-24;-38;-38;-15;-11;6;-26;-36;-19;12;-12;-16;-3;22;31;23;83;42;18;2;12;-6;-3;8;9;7;19;15;38;51;34;14;9.0;-34.0;0;13:00:00;-1;CAR;LEI
TOT X WOL 2018-12-29;330 (80%);587 (88%);15;13;40%;60%;;;2;0;3;3;14;18;7;6;2;0;6/24 (25%);1/14 (7%);11;10;16/23 (70%);9/17 (53%);55;45;7;7;2;1;0;1;12;4;29/66 (44%);20/53 (38%);4;0;413;664;;;9;1;4;4;4;3;2;9;11/18 (61%);7/18 (39%);11;10;2;3;3;2018-12-29;35;19;18;32;49;30;30;-33;-19;-11;14;23;80;63;52;88;39;15;-61;-24;-3;29;18;16;-23;5;5;4;7;11;11;11;11;3;11;11;-9;-5;-1;19;2.0;12;2;3;6;5;3;-7;-25;-16;12;18;21;-22;-25;-13;1;-10;-7;-15;-9;-7;-5;-4;-3;-42;-30;5;-19;-12;-59;-100;-30;-18;-10;-4;1;-14;28;-11;24;14;13;-52;-17;-7;7;-31;-15;21;-4.0;-25.0;1;13:00:00;-1;WOL;TOT
WAT X NEW 2018-12-29;233 (71%);484 (86%);23;31;38%;62%;0;1;1;2;2;5;34;28;6;3;0;1;4/25 (16%);1/22 (5%);3;12;8/12 (67%);15/25 (60%);69;67;16;17;4;1;;;18;7;37/80 (46%);45/68 (66%);4;1;326;566;;;3;5;4;2;2;5;5;7;20/22 (91%);4/7 (57%);8;12;2;1;1;2018-12-29;-17;-11;7;7;11;26;33;21;17;35;26;14;14;-20;-2;5;1;8;10;6;3;2;6;-67;-37;-22;-13;-22;-12;-5;-1;26;10;18;5;-12;-6;-5;30;-13;32.0;8;20;8;-23;52;-27;-77;-48;-28;-5;-5;14;6;4;2;35;2;-4;-22;-12;-14;-7;-25;13;2;13;22;-9;-1;-12;-11;11;9;20;50;21;22;15;18;49;88;53;39;32;29;-28;-18;-14;9;-23.0;20.0;1;13:00:00;0;NEW;WAT
LIV X ARS 2018-12-29;464 (84%);424 (83%);8;7;53%;47%;0;1;1;6;3;2;14;15;3;5;0;1;1/10 (10%);2/8 (25%);10;10;7/14 (50%);13/20 (65%);38;49;13;8;5;1;;;12;8;28/60 (47%);28/55 (51%);5;2;551;511;;;5;10;3;3;2;10;3;5;11/17 (65%);13/17 (76%);8;15;2;1;1;2018-12-29;6;22;-38;-70;-32;-17;63;69;65;25;10;8;-18;-7;-6;29;15;10;-8;-14;-9;-17;10;-9;-4;5;86;64;38;-26;8;-21;-6;11;13;10;14;-42;-14;-16;24.0;5;12;7;3;12;19;15;7;-7;18;21;-24;23;4;-5;19;-17;-10;32;32;59;61;64;34;36;16;28;5;-8;6;10;-5;31;31;9;-6;-6;38;-12;-26;-32;-21;-19;20;-7;-3;2;27;27;6.0;34.0;5;15:30:00;1;ARS;LIV
CRY X CHE 2018-12-30;690 (88%);305 (77%);12;12;66%;34%;;;1;0;4;2;17;24;4;3;;;3/16 (19%);2/14 (14%);9;8;7/11 (64%);7/12 (58%);41;40;8;11;0;3;2;0;17;15;34/48 (71%);28/65 (43%);3;3;781;394;;;4;4;4;2;4;0;8;0;5/13 (38%);6/13 (46%);12;4;1;0;1;2018-12-30;-4;-12;8;2;3;1;-10;7;-5;-31;-25;-17;-21;-49;-25;21;10;-7;-44;-25;-36;-28;-17;-20;-9;-11;-24;-29;-18;-35;-70;-34;-19;-17;-16;10;4;-18;-19;-10;-16.0;-27;-20;-17;-15;-18;-13;-94;-60;-47;-32;-24;-12;-12;-11;-11;-52;-11;-11;-11;-11;-11;-11;-11;-11;-52;-72;-37;-42;-26;-30;-21;-12;-9;-8;-6;-6;-6;-32;-6;-6;-18;-6;-6;13;55;43;25;36;-19;1.0;22.0;0;10:00:00;-1;CHE;CRY
BUR X WES 2018-12-30;340 (75%);248 (73%);27;26;57%;43%;1;4;1;5;5;3;18;33;5;5;0;2;3/17 (18%);10/19 (53%);14;7;9/16 (56%);5/14 (36%);66;61;11;15;3;4;1;0;2;12;30/72 (42%);37/75 (49%);1;4;453;338;;;8;14;2;9;4;5;3;3;8/16 (50%);13/21 (62%);11;17;4;1;0;2018-12-30;2;-40;-22;-10;-10;-1;7;54;37;29;18;44;32;39;26;35;29;11;-6;-6;-19;-20;26;-7;-7;-2;8;8;91;49;25;13;42;13;26;18;15;11;6;2;-16.0;11;34;21;32;6;33;47;53;5;-10;-3;20;12;12;28;2;-24;22;21;-15;-9;-8;-13;-44;-63;-50;-11;-46;-36;-7;23;14;20;13;8;4;-9;12;-13;-17;-19;17;6;-48;42;1;-32;-29;-70;-40.0;5.0;2;12:15:00;1;WES;BUR
SOU X MCI 2018-12-30;698 (89%);157 (67%);17;16;77%;23%;4;1;6;1;4;0;19;33;8;3;1;0;3/18 (17%);2/10 (20%);11;7;14/28 (50%);4/9 (44%);53;55;10;11;3;4;1;0;7;13;29/45 (64%);20/52 (38%);2;0;783;235;0;1;12;3;4;1;6;4;2;2;9/12 (75%);17/25 (68%);14;5;3;2;3;2018-12-30;-8;-9;-41;-17;-16;-31;-27;-21;-20;-39;-36;-12;-35;-52;-52;-29;-46;-30;-44;-64;-35;-9;-41;-28;-13;8;39;31;42;19;5;42;18;-36;3;-6;-27;-21;-13;-9;-56.0;8;30;7;-6;-85;-6;-31;-48;-56;-38;-86;-58;-38;-30;-51;-49;-35;-53;-37;-27;-42;-15;-9;-7;-17;-10;-31;-7;-10;-4;2;-33;-26;-21;-18;-13;-11;-13;-8;-42;-5;24;10;-17;-8;-12;-14;-13;-13;-26.0;23.0;1;12:15:00;-1;MCI;SOU
MUN X BOU 2018-12-30;284 (80%);618 (91%);11;11;36%;64%;0;2;1;6;2;3;19;20;5;4;;;2/13 (15%);2/11 (18%);4;3;6/14 (42%);7/12 (58%);35;37;7;10;4;2;0;1;5;7;17/44 (39%);33/54 (61%);0;6;355;681;0;1;4;9;2;0;3;8;3;2;6/8 (75%);9/12 (75%);7;11;0;2;1;2018-12-30;8;7;-7;-12;-2;6;52;35;23;15;38;22;14;-20;-5;-28;-23;-9;-43;-13;-1;5;28;6;11;14;-8;65;28;7;-30;-22;-43;18;-16;27;31;25;21;5;-36.0;-4;-15;-20;-10;12;8;12;7;4;2;11;10;11;26;20;45;18;13;12;26;18;13;22;74;46;-32;25;-4;-1;-2;74;47;29;20;45;65;56;20;29;24;10;10;12;29;-23;-3;-3;-2;12;-3.0;-7.0;4;14:30:00;1;BOU;MUN
EVE X LEI 2019-01-01;241 (66%);389 (74%);31;32;41%;59%;;;1;0;1;8;34;13;5;6;1;0;3/13 (23%);7/30 (23%);12;14;16/22 (73%);6/18 (33%);78;62;8;5;2;3;0;1;13;12;25/77 (32%);35/65 (54%);2;1;366;525;;;4;14;3;7;4;2;4;3;14/26 (54%);13/18 (72%);8;17;1;3;1;2019-01-01;6;12;7;18;12;5;7;23;-26;-8;-5;8;4;5;-14;9;9;4;33;24;-30;-11;6;-4;6;33;23;45;35;25;17;6;-5;4;-2;-13;-89;-65;-36;-21;;55;30;19;3;4;1;-2;-17;-8;4;16;17;50;34;-27;1;6;6;54;39;29;35;24;43;21;16;2;22;11;-17;-18;53;35;79;48;35;43;9;-55;-21;-16;-13;-12;-3;10;17;17;9;20;-12.0;-3.0;0;10:30:00;-1;LEI;EVE
ARS X FUL 2019-01-01;271 (74%);427 (79%);19;20;41%;59%;3;7;4;10;1;3;33;16;3;8;;;4/14 (29%);3/16 (19%);4;10;5/16 (31%);13/21 (62%);49;60;12;7;4;3;0;1;12;12;18/54 (33%);29/70 (41%);4;4;365;542;;;5;16;4;4;4;9;4;0;11/18 (61%);10/15 (67%);9;16;1;0;1;2019-01-01;8;2;3;5;22;16;-20;-10;-2;6;-1;4;1;-1;-1;4;-30;-16;61;26;21;17;36;-44;-17;-9;-24;-4;27;72;81;58;31;25;43;25;10;12;100;61;13.0;-17;-59;-39;-16;19;-6;3;-12;-3;3;3;61;38;55;75;6;47;31;23;52;23;9;-5;16;-24;-69;-20;-94;-53;-30;-13;-3;5;5;10;16;12;-9;82;51;28;86;100;58;36;24;20;12;5;15.0;16.0;4;13:00:00;1;FUL;ARS
CAR X TOT 2019-01-01;747 (91%);216 (74%);14;14;74%;26%;1;1;1;1;3;0;24;14;3;5;1;0;2/8 (25%);4/18 (22%);7;6;9/16 (56%);6/9 (67%);37;40;6;6;3;1;;;4;10;29/49 (59%);27/58 (47%);2;6;823;290;;;9;3;6;2;4;3;4;2;4/9 (43%);8/14 (57%);13;5;0;1;3;2019-01-01;9;3;2;72;-42;25;34;16;2;1;-7;10;-8;-7;-6;18;7;3;1;-82;-46;-61;2;-42;-41;-9;-12;14;-7;-7;-10;-20;-31;-70;-20;16;10;38;16;-5;0.0;-10;-13;-14;-16;-43;-16;-32;-12;26;4;-5;-5;-6;-9;-9;-29;-13;-11;-30;-22;-22;-32;-39;-27;-71;-56;-13;-33;-15;21;31;29;-20;-7;-12;-16;-17;13;-16;-9;-5;26;-13;-6;-4;-4;-38;-44;4;-32.0;13.0;0;15:30:00;-1;TOT;CAR
BOU X WAT 2019-01-02;266 (70%);372 (76%);34;26;43%;57%;0;5;1;7;2;5;23;16;2;4;1;0;1/6 (17%);7/15 (47%);10;10;2/7 (29%);10/17 (59%);61;66;15;9;9;0;;;11;9;30/77 (39%);30/65 (46%);2;2;379;491;;;6;18;6;8;3;12;5;7;11/17 (65%);10/15 (67%);11;25;4;1;3;2019-01-02;10;26;35;19;-22;-33;-74;-46;-23;-7;-32;18;-12;-17;50;20;2;5;21;14;-48;-14;5;-8;10;-23;10;58;74;57;39;85;-51;14;63;32;53;30;24;4;12.0;-2;8;40;22;10;5;13;63;37;33;25;11;-2;-8;-30;-8;-27;-37;-24;-4;10;100;72;48;37;12;7;2;3;23;15;25;54;36;66;61;36;11;21;-22;-10;10;3;4;2;11;38;34;6;19.0;-24.0;3;17:45:00;0;WAT;BOU
CHE X SOU 2019-01-02;195 (66%);634 (85%);18;14;29%;71%;;;;;1;9;42;20;2;7;0;2;3/12 (25%);5/23 (22%);10;10;7/15 (47%);22/32 (69%);52;65;11;8;6;2;;;26;4;20/58 (34%);28/51 (55%);3;5;296;748;;;1;10;3;2;2;6;5;7;13/20 (65%);8/18 (44%);6;17;2;1;0;2019-01-02;9;43;-38;8;22;3;19;-35;-11;-6;-8;9;-1;4;5;6;10;15;28;29;17;6;20;16;49;42;27;67;59;42;30;23;19;33;12;36;29;80;52;33;5.0;-1;-34;-63;-42;27;-25;-2;6;30;24;41;26;48;29;67;23;34;7;-50;-46;-20;-7;17;4;-13;-1;20;8;15;16;12;18;8;23;26;50;31;34;32;21;16;11;12;10;10;9;9;26;26;-1.0;38.0;0;17:45:00;0;SOU;CHE
HUD X BUR 2019-01-02;375 (78%);234 (65%);34;42;58%;42%;3;0;5;1;1;4;31;20;2;5;2;0;6/19 (32%);4/18 (22%);15;6;10/13 (77%);5/9 (56%);62;72;9;11;2;6;;;14;17;35/78 (45%);31/81 (38%);2;0;483;361;1;1;11;6;7;3;8;2;5;3;6/10 (60%);11/18 (61%);16;9;4;2;2;2019-01-02;14;36;28;45;45;27;20;16;4;34;5;10;-7;-43;-22;-33;-14;-5;-3;11;6;23;2;-15;-41;-45;-12;60;22;12;-11;-7;-13;-24;-12;-62;-49;-31;-48;-3;6.0;2;2;-26;-13;-12;12;-6;-30;-52;-29;-11;-9;5;19;11;-6;6;-12;-16;-18;-18;-18;-49;-51;-35;-27;13;-56;-59;-38;-25;-17;-62;-31;-14;-3;-7;9;-19;-21;-15;22;3;-5;-5;-6;-41;-6;10;-2.0;26.0;1;17:45:00;-1;BUR;HUD
WES X BHA 2019-01-02;310 (76%);388 (79%);19;20;46%;54%;;;1;0;5;1;16;10;5;1;;;8/18 (44%);2/14 (14%);8;10;7/9 (78%);11/18 (61%);52;52;11;9;4;4;;;12;12;25/68 (37%);33/70 (47%);4;0;410;494;;;8;6;2;6;6;6;5;7;7/17 (40%);6/10 (60%);13;13;1;0;2;2019-01-02;10;-1;-9;-1;19;13;11;10;9;9;10;-9;10;11;43;22;16;38;25;24;41;18;-17;13;18;3;-29;-18;-22;-20;-30;-16;-5;-32;-3;-16;-3;-23;-23;-13;3.0;8;5;3;1;-43;9;24;16;9;20;6;-13;-55;-74;-71;-33;-56;-4;10;12;7;2;-18;43;30;46;-26;60;35;14;4;1;2;-3;-3;-4;3;-14;8;12;33;23;16;12;-7;-57;-39;-11;-6;34.0;23.0;2;17:45:00;0;BHA;WES
WOL X CRY 2019-01-02;385 (80%);431 (82%);15;26;49%;51%;0;2;2;2;7;3;9;40;10;3;1;0;0/21 (0%);2/13 (15%);14;14;14/26 (54%);5/10 (50%);56;64;7;9;1;2;;;12;9;17/51 (33%);41/74 (55%);0;1;480;527;;;9;4;6;5;4;1;8;5;10/19 (53%);11/26 (42%);17;9;1;4;2;2019-01-02;-7;-7;-5;-5;-2;1;1;1;1;1;1;-10;-57;-85;-47;-36;-40;-6;14;10;20;20;-20;-20;6;2;2;1;3;-9;54;49;-62;-15;-17;-27;-26;-64;-47;-77;-17.0;-3;21;17;13;-12;9;8;5;4;20;10;4;-2;-2;-3;-10;24;10;7;21;8;5;-21;-17;-7;-22;-9;-11;-9;-45;-28;-14;-6;15;44;41;28;-7;19;13;-45;-79;-70;-60;-33;-32;-6;7;-7;-8.0;-41.0;0;17:45:00;-1;CRY;WOL
NEW X MUN 2019-01-02;593 (86%);251 (72%);22;14;66%;34%;2;0;4;0;3;3;22;13;2;1;4;1;1/5 (20%);4/21 (19%);24;9;9/13 (69%);9/15 (60%);56;58;9;10;3;5;;;10;9;33/57 (58%);22/66 (33%);;;687;350;;;11;8;6;8;7;3;5;6;10/15 (67%);16/28 (57%);16;14;2;1;2;2019-01-02;-10;-58;-39;-27;-28;-19;39;29;-24;-4;27;-11;4;3;-4;-6;-4;-43;-72;-44;-38;-32;-11;-44;-29;-20;-14;-10;-7;-14;-11;-16;-10;-12;-7;-15;-39;-25;-18;0;-11.0;1;3;-7;-9;-12;-11;-49;-30;-18;-22;-14;-6;4;-3;9;-34;28;13;8;-16;-9;-82;-44;-25;-17;21;-37;14;24;8;4;4;7;39;17;3;-7;-26;-10;-58;-31;24;12;52;35;21;28;41;-30;21.0;-31.0;0;18:00:00;-1;MUN;NEW
MCI X LIV 2019-01-03;461 (79%);468 (81%);9;19;51%;49%;1;2;2;2;0;1;21;31;1;2;0;1;4/13 (31%);1/11 (9%);10;5;11/15 (73%);8/21 (38%);50;47;7;12;2;3;1;0;10;14;33/70 (47%);32/65 (49%);1;2;583;578;;;7;6;2;4;5;4;0;3;9/18 (50%);11/14 (79%);7;9;2;4;1;2019-01-03;-10;-1;-5;-1;2;2;3;5;-8;-76;-50;-4;-48;-38;-17;23;16;31;22;15;14;8;-1;7;6;4;15;31;21;26;18;11;12;15;10;8;81;47;26;-2;-21.0;4;5;15;13;9;10;6;3;52;31;18;11;-11;-9;23;16;10;6;5;-3;-6;-60;-36;-18;-31;-18;8;-7;-4;-3;53;30;10;3;-4;-10;-11;4;-12;-12;-19;47;11;-33;-77;-40;-29;-22;-1;-18.0;-23.0;2;18:00:00;1;LIV;MCI
WES X ARS 2019-01-12;479 (86%);307 (81%);7;12;59%;41%;0;1;0;1;1;1;11;11;3;7;;;2/8 (25%);4/20 (20%);6;8;14/19 (74%);12/20 (60%);44;45;10;7;2;3;;;11;17;24/42 (57%);26/49 (53%);3;5;555;380;;;6;7;8;7;2;3;5;4;8/16 (50%);6/11 (55%);11;11;2;0;0;2019-01-12;5;-20;42;18;6;-44;-54;-35;-4;-9;3;7;-8;-3;3;8;30;21;46;24;41;30;5;54;36;43;21;4;-8;-35;-17;-13;-10;7;-8;27;16;12;17;14;53.0;13;13;6;84;-5;43;3;-7;-6;-14;-36;-21;62;31;24;30;37;24;8;3;-47;-37;-27;-27;-43;-53;5;-42;-29;-40;-26;-29;-13;-20;-13;-14;-15;1;-14;-12;-18;-15;-6;-3;2;8;-6;-3;3;-8.0;-28.0;1;10:30:00;1;ARS;WES
BHA X LIV 2019-01-12;642 (85%);205 (68%);20;15;71%;29%;2;0;3;0;2;2;14;17;7;2;;;6/16 (38%);4/14 (29%);7;8;9/14 (64%);3/5 (60%);50;34;5;15;0;2;;;6;13;26/63 (41%);26/74 (35%);0;5;755;301;;;8;5;5;5;3;0;2;2;7/10 (70%);7/12 (58%);10;7;;;1;2019-01-12;-3;-48;-32;-24;-18;-27;-5;34;16;-17;-6;-8;-16;-17;-14;-45;-53;-44;-29;-49;-30;-20;-11;-14;-12;-23;-12;-15;-8;-15;-15;-40;-28;-13;-23;-20;-19;-2;-5;-6;-4.0;-4;-5;-31;-49;-15;-43;-88;-58;-39;-30;-23;-21;-29;-14;11;-16;-5;26;18;16;5;-12;-32;-18;-9;16;21;43;22;7;-19;-24;-61;-71;-47;-34;-8;3;-4;-33;-20;-12;-15;-18;-10;-13;-68;-37;-4;-23.0;17.0;0;13:00:00;-1;LIV;BHA
BUR X FUL 2019-01-12;454 (80%);282 (67%);31;30;59%;41%;1;1;1;1;4;5;23;28;6;2;0;1;7/33 (21%);4/12 (33%);13;8;7/16 (44%);5/7 (71%);52;66;9;5;0;2;1;1;13;13;26/69 (38%);35/94 (37%);0;2;564;419;;;9;5;4;5;4;1;3;6;7/10 (70%);15/22 (68%);12;11;2;1;1;2019-01-12;-4;-2;2;1;3;2;-2;13;15;51;72;-6;38;58;39;39;51;18;-31;-49;-30;-40;-94;-27;-16;-20;-14;-7;13;26;-18;2;-2;-54;-4;-8;-7;-8;-15;-9;31.0;-3;3;-3;-2;-30;-3;-4;-80;-54;-51;-35;-26;-15;-13;-11;-16;-11;-48;-30;19;4;-14;-6;-7;-8;28;-24;-28;-11;-16;-13;-56;-84;-56;-40;-25;-20;-17;-42;-30;-18;-45;-25;-13;-8;-12;-9;-25;-9;-20.0;12.0;2;13:00:00;1;FUL;BUR
CAR X HUD 2019-01-12;297 (70%);155 (57%);45;30;62%;38%;0;1;0;1;8;3;25;26;10;3;1;0;8/23 (35%);2/15 (13%);9;8;8/12 (67%);8/13 (62%);78;63;14;12;0;3;;;13;19;27/62 (44%);27/77 (35%);3;3;425;270;;;7;1;4;0;2;0;7;2;7/13 (54%);4/13 (31%);14;3;1;3;0;2019-01-12;5;-13;-8;11;4;8;6;10;1;-3;-7;-22;-9;-22;-19;-17;-45;-49;-11;-13;-14;-13;-10;-13;-31;-31;26;-29;-25;-17;-13;-35;-19;-19;-52;-19;-6;-1;1;51;-16.0;26;9;9;29;-11;9;1;-18;-14;-43;-47;-51;-16;-13;-9;-7;-11;-11;-22;-30;-18;-33;-19;-24;-61;-37;29;-24;15;-3;-19;-7;9;-7;11;24;11;8;37;20;2;-1;-2;-6;-19;-8;-4;-7;-31;-11.0;-35.0;0;13:00:00;0;HUD;CAR
CRY X WAT 2019-01-12;260 (78%);310 (76%);25;23;45%;55%;2;2;2;2;5;3;38;25;7;7;2;0;3/16 (19%);8/24 (33%);21;9;13/23 (57%);11/17 (65%);64;76;11;11;6;0;2;0;15;4;24/49 (49%);25/61 (41%);2;3;334;409;;;9;9;9;6;2;6;7;6;7/15 (47%);18/31 (58%);16;15;4;1;2;2019-01-12;-17;17;58;65;49;35;50;27;-25;-5;-16;-7;-4;6;29;23;24;32;23;38;28;25;-9;25;15;19;9;-10;-4;-62;-28;67;34;-10;40;8;-7;-12;-2;5;3.0;46;29;9;13;-65;53;26;21;-22;-7;-9;-6;13;3;-3;-16;-3;11;24;42;10;-20;16;3;-77;-41;-3;-15;-9;25;22;-28;-79;-43;56;30;14;7;8;-6;-10;-69;-31;-20;-22;-4;24;24;10;88.0;30.0;1;13:00:00;-1;WAT;CRY
LEI X SOU 2019-01-12;127 (56%);438 (79%);29;24;29%;71%;0;1;2;2;2;9;59;6;3;10;1;0;5/7 (71%);7/43 (16%);9;7;4/5 (80%);11/21 (52%);57;53;9;7;4;1;;;20;11;13/60 (22%);42/71 (59%);4;4;227;552;1;0;7;9;3;8;3;6;1;14;14/17 (82%);6/10 (60%);8;23;3;2;2;2019-01-12;1;-34;-61;-77;-48;-23;-7;5;9;10;38;1;27;40;18;10;2;1;1;-9;-33;-47;1;-38;-12;-7;36;29;97;68;100;76;48;-39;15;1;-26;-13;34;36;-29.0;32;16;-40;32;-25;9;33;23;54;37;27;26;29;27;68;-18;53;59;39;28;38;61;41;53;20;38;-14;31;38;45;82;71;80;58;57;74;50;-12;34;26;21;73;80;53;58;73;45;30;-14;7.0;49.0;1;13:00:00;-1;SOU;LEI
CHE X NEW 2019-01-12;261 (74%);596 (85%);11;20;35%;65%;0;2;0;3;1;2;20;15;5;8;;;5/17 (29%);3/15 (20%);13;16;7/12 (58%);14/20 (70%);46;65;13;6;4;1;;;19;13;34/84 (40%);23/40 (58%);1;5;351;698;;;7;8;6;2;2;6;2;2;15/22 (68%);13/18 (72%);9;10;1;1;1;2019-01-12;4;56;34;22;14;-15;26;17;28;17;12;5;5;3;23;19;21;32;13;-65;-31;-22;7;-43;-27;-20;-12;26;12;-25;13;8;18;14;-41;-18;-38;-17;14;10;-3.0;5;44;47;32;14;32;4;5;5;25;48;35;80;69;41;14;21;12;2;-1;9;53;52;37;26;20;14;27;20;24;34;25;18;11;7;4;3;14;-33;-13;-31;-28;-12;17;-29;-10;5;5;92;5.0;19.0;2;15:30:00;1;NEW;CHE
EVE X BOU 2019-01-13;261 (69%);296 (75%);32;28;50%;50%;1;2;1;3;2;4;21;30;9;5;2;1;7/23 (30%);8/20 (40%);17;11;9/11 (82%);7/10 (70%);71;61;8;17;0;7;1;1;6;14;23/64 (36%);23/51 (45%);1;1;378;396;;;12;10;7;8;7;3;4;5;8/14 (57%);11/19 (58%);16;15;0;5;0;2019-01-13;-2;-29;-21;-16;-45;-32;-33;33;10;16;5;-9;-8;-37;-28;-20;-23;-16;-6;-34;-65;-40;10;-14;30;22;6;-28;32;11;-17;29;16;1;13;16;74;62;55;32;12.0;24;22;42;61;-1;100;33;-59;-24;-29;-27;25;4;12;8;-1;4;32;75;43;20;25;-18;-7;5;-5;3;-2;-4;-5;-19;-14;-11;-32;-72;-51;-30;-2;-16;8;8;25;23;6;-6;-6;-45;-38;-1;-22.0;6.0;2;12:15:00;1;BOU;EVE
TOT X MUN 2019-01-13;268 (74%);475 (84%);14;10;39%;61%;0;2;0;2;2;4;25;18;4;7;3;1;2/10 (20%);10/21 (48%);14;8;14/19 (74%);8/15 (53%);50;45;8;8;11;7;;;7;6;29/73 (40%);25/60 (42%);1;4;363;567;;;9;12;3;6;8;11;4;9;8/15 (53%);11/19 (58%);13;21;2;1;1;2019-01-13;10;55;9;-13;35;18;-7;3;-15;-28;-70;9;-29;-4;1;2;6;40;9;1;5;9;9;-3;8;8;7;7;7;26;51;31;21;9;12;3;-1;-4;7;8;-28.0;-2;28;-19;32;9;20;26;32;19;-31;-43;-27;-88;-47;-2;8;36;21;37;22;-39;29;10;54;56;41;12;52;76;67;35;20;49;50;41;-26;8;4;4;25;25;21;15;9;8;52;31;23;16;46.0;2.0;0;14:30:00;-1;MUN;TOT
MCI X WOL 2019-01-14;190 (67%);803 (92%);16;21;24%;76%;0;1;0;2;2;8;31;6;1;12;1;0;0/1 (0%);5/31 (16%);6;9;9/13 (69%);12/21 (57%);49;46;3;6;7;0;;;10;9;26/76 (34%);27/37 (73%);1;3;283;872;1;0;2;13;1;7;0;9;1;11;8/18 (44%);8/10 (80%);3;24;0;1;0;2019-01-14;-10;58;56;40;29;16;13;20;41;67;45;-1;44;32;23;17;37;27;38;39;28;19;5;25;37;52;34;25;29;48;46;71;61;6;96;70;48;32;28;56;18.0;42;32;26;23;-4;21;80;54;34;25;41;24;55;32;20;4;17;17;41;32;26;56;35;72;47;29;4;28;19;97;60;38;26;28;20;90;64;10;78;71;71;39;32;47;31;21;17;39;48;34.0;-2.0;3;18:00:00;1;WOL;MCI
